year,home_team,month,day,attend,day_of_week,opponent,temp,skies,day_night,cap,shirt,fireworks,bobblehead
2012,Los Angeles Angels,MAY,6,37548,Sunday,Toronto Blue Jays,71,Clear,Day,NO,NO,NO,NO
2012,Los Angeles Angels,MAY,14,32851,Monday,Oakland Athletics,70,Clear,Night,NO,NO,NO,NO
2012,Los Angeles Angels,MAY,15,31762,Tuesday,Oakland Athletics,74,Clear,Night,NO,NO,NO,NO
2012,Los Angeles Angels,MAY,16,39027,Wednesday,Chicago White Sox,76,Clear,Night,NO,NO,NO,YES
2012,Los Angeles Angels,MAY,17,30786,Thursday,Chicago White Sox,73,Clear,Day,NO,NO,NO,NO
2012,Los Angeles Angels,MAY,28,44016,Monday,New York Yankees,74,Clear,Night,NO,NO,YES,NO
2012,Los Angeles Angels,MAY,29,42065,Tuesday,New York Yankees,72,Clear,Night,NO,NO,NO,NO
2012,Los Angeles Angels,MAY,30,40111,Wednesday,New York Yankees,68,Clear,Night,NO,NO,NO,NO
2012,Los Angeles Angels,JUN,1,40080,Friday,Texas Rangers,66,Clear,Night,NO,NO,YES,NO
2012,Los Angeles Angels,JUN,2,44227,Saturday,Texas Rangers,66,Cloudy,Night,YES,NO,NO,NO
2012,Los Angeles Angels,JUN,3,42465,Sunday,Texas Rangers,70,Cloudy,Day,NO,NO,NO,NO
2012,Los Angeles Angels,JUN,4,36079,Monday,Seattle Mariners,65,Cloudy,Night,NO,NO,NO,NO
2012,Los Angeles Angels,JUN,5,35021,Tuesday,Seattle Mariners,71,Clear,Night,NO,NO,NO,NO
2012,Los Angeles Angels,JUN,6,37342,Wednesday,Seattle Mariners,74,Clear,Night,NO,NO,NO,NO
2012,Los Angeles Angels,JUN,15,37096,Friday,Arizona Diamondbacks,65,Cloudy,Night,NO,NO,YES,NO
2012,Los Angeles Angels,JUN,16,42483,Saturday,Arizona Diamondbacks,69,Clear,Night,NO,NO,NO,NO
2012,Los Angeles Angels,JUN,17,42222,Sunday,Arizona Diamondbacks,76,Clear,Day,NO,NO,NO,NO
2012,Los Angeles Angels,JUN,18,41234,Monday,San Francisco Giants,71,Clear,Night,NO,NO,NO,NO
2012,Los Angeles Angels,JUN,19,38010,Tuesday,San Francisco Giants,69,Clear,Night,NO,NO,NO,NO
2012,Los Angeles Angels,JUN,20,40321,Wednesday,San Francisco Giants,68,Clear,Night,NO,NO,NO,NO
2012,Los Angeles Angels,JUN,22,44548,Friday,Los Angeles Dodgers,71,Clear,Night,NO,NO,YES,NO
2012,Los Angeles Angels,JUN,23,44512,Saturday,Los Angeles Dodgers,76,Clear,Night,NO,NO,NO,NO
2012,Los Angeles Angels,JUN,24,43975,Sunday,Los Angeles Dodgers,78,Clear,Day,NO,NO,NO,NO
2012,Los Angeles Angels,JUL,5,38104,Thursday,Baltimore Orioles,69,Cloudy,Night,NO,NO,NO,NO
2012,Los Angeles Angels,JUL,6,42716,Friday,Baltimore Orioles,73,Clear,Night,NO,NO,YES,NO
2012,Los Angeles Angels,JUL,7,41147,Saturday,Baltimore Orioles,75,Clear,Night,NO,YES,NO,NO
2012,Los Angeles Angels,JUL,8,37108,Sunday,Baltimore Orioles,79,Clear,Day,NO,NO,NO,NO
2012,Los Angeles Angels,JUL,20,43936,Friday,Texas Rangers,81,Clear,Night,NO,NO,YES,NO
2012,Los Angeles Angels,JUL,21,39086,Saturday,Texas Rangers,82,Clear,Day,NO,NO,NO,NO
2012,Los Angeles Angels,JUL,22,42160,Sunday,Texas Rangers,77,Clear,Night,NO,NO,NO,NO
2012,Los Angeles Angels,JUL,23,35047,Monday,Kansas City Royals,77,Clear,Night,NO,NO,NO,NO
2012,Los Angeles Angels,JUL,24,35051,Tuesday,Kansas City Royals,73,Clear,Night,YES,NO,NO,NO
2012,Los Angeles Angels,JUL,25,39107,Wednesday,Kansas City Royals,75,Clear,Day,NO,NO,NO,NO
2012,Los Angeles Angels,JUL,27,40136,Friday,Tampa Bay Rays,73,Clear,Night,NO,NO,YES,NO
2012,Los Angeles Angels,JUL,28,41232,Saturday,Tampa Bay Rays,80,Clear,Night,NO,NO,NO,NO
2012,Los Angeles Angels,JUL,29,35477,Sunday,Tampa Bay Rays,78,Clear,Day,NO,NO,NO,NO
2012,Los Angeles Angels,AUG,10,39016,Friday,Seattle Mariners,85,Cloudy,Night,NO,NO,YES,NO
2012,Los Angeles Angels,AUG,11,38722,Saturday,Seattle Mariners,84,Cloudy,Night,NO,NO,NO,NO
2012,Los Angeles Angels,AUG,12,36505,Sunday,Seattle Mariners,91,Clear,Day,NO,NO,NO,NO
2012,Los Angeles Angels,AUG,13,36620,Monday,Cleveland Indians,82,Cloudy,Night,NO,NO,NO,NO
2012,Los Angeles Angels,AUG,14,39827,Tuesday,Cleveland Indians,86,Clear,Night,NO,NO,NO,NO
2012,Los Angeles Angels,AUG,15,37554,Wednesday,Cleveland Indians,76,Cloudy,Night,NO,NO,NO,NO
2012,Los Angeles Angels,AUG,16,38591,Thursday,Tampa Bay Rays,83,Clear,Night,NO,NO,NO,NO
2012,Los Angeles Angels,AUG,17,37298,Friday,Tampa Bay Rays,84,Cloudy,Night,NO,NO,YES,NO
2012,Los Angeles Angels,AUG,18,41086,Saturday,Tampa Bay Rays,84,Clear,Night,NO,NO,NO,NO
2012,Los Angeles Angels,AUG,19,36789,Sunday,Tampa Bay Rays,92,Clear,Day,NO,NO,NO,NO
2012,Los Angeles Angels,AUG,28,38745,Tuesday,Boston Red Sox,86,Cloudy,Night,NO,NO,NO,NO
2012,Los Angeles Angels,AUG,29,37841,Wednesday,Boston Red Sox,79,Cloudy,Night,NO,NO,NO,NO
2012,Los Angeles Angels,AUG,30,39013,Thursday,Boston Red Sox,80,Cloudy,Night,NO,NO,NO,NO
2012,Los Angeles Angels,SEP,7,40104,Friday,Detroit Tigers,81,Cloudy,Night,NO,NO,YES,NO
2012,Los Angeles Angels,SEP,8,41154,Saturday,Detroit Tigers,80,Cloudy,Night,NO,NO,NO,NO
2012,Los Angeles Angels,SEP,9,38216,Sunday,Detroit Tigers,91,Cloudy,Day,NO,NO,NO,NO
2012,Los Angeles Angels,SEP,10,36064,Monday,Oakland Athletics,78,Cloudy,Night,NO,NO,NO,NO
2012,Los Angeles Angels,SEP,11,37794,Tuesday,Oakland Athletics,73,Cloudy,Night,NO,NO,NO,NO
2012,Los Angeles Angels,SEP,12,38097,Wednesday,Oakland Athletics,76,Clear,Night,NO,NO,NO,NO
2012,Los Angeles Angels,SEP,13,38029,Thursday,Oakland Athletics,85,Clear,Day,NO,NO,NO,NO
2012,Los Angeles Angels,SEP,18,36948,Tuesday,Texas Rangers,79,Clear,Night,NO,NO,NO,NO
2012,Los Angeles Angels,SEP,19,37093,Wednesday,Texas Rangers,78,Clear,Night,NO,NO,NO,NO
2012,Los Angeles Angels,SEP,20,38205,Thursday,Texas Rangers,81,Clear,Night,NO,NO,NO,NO
2012,Los Angeles Angels,SEP,21,39326,Friday,Chicago White Sox,82,Cloudy,Night,NO,NO,YES,NO
2012,Los Angeles Angels,SEP,22,41440,Saturday,Chicago White Sox,86,Cloudy,Night,NO,NO,NO,NO
2012,Los Angeles Angels,SEP,23,36546,Sunday,Chicago White Sox,94,Clear,Day,NO,NO,NO,NO
2012,Los Angeles Angels,SEP,25,38538,Tuesday,Seattle Mariners,69,Clear,Night,NO,NO,NO,NO
2012,Los Angeles Angels,SEP,26,37916,Wednesday,Seattle Mariners,71,Clear,Night,NO,NO,NO,NO
2012,Los Angeles Angels,SEP,27,37377,Thursday,Seattle Mariners,81,Clear,Day,NO,NO,NO,NO
2012,Minnesota Twins,APR,9,39414,Monday,Los Angeles Angels,45,Cloudy,Day,NO,NO,NO,NO
2012,Minnesota Twins,APR,11,31413,Wednesday,Los Angeles Angels,50,Clear,Night,NO,NO,NO,NO
2012,Minnesota Twins,APR,12,31782,Thursday,Los Angeles Angels,56,Cloudy,Day,NO,NO,NO,NO
2012,Minnesota Twins,APR,13,31400,Friday,Texas Rangers,49,Cloudy,Night,NO,NO,NO,NO
2012,Minnesota Twins,APR,14,35854,Saturday,Texas Rangers,65,Clear,Day,NO,NO,NO,NO
2012,Minnesota Twins,APR,15,32093,Sunday,Texas Rangers,62,Cloudy,Day,NO,NO,NO,NO
2012,Minnesota Twins,APR,23,32351,Monday,Boston Red Sox,62,Cloudy,Night,NO,NO,NO,NO
2012,Minnesota Twins,APR,24,33651,Tuesday,Boston Red Sox,71,Clear,Night,NO,NO,NO,NO
2012,Minnesota Twins,APR,25,32254,Wednesday,Boston Red Sox,71,Clear,Night,NO,NO,NO,NO
2012,Minnesota Twins,APR,27,33315,Friday,Kansas City Royals,53,Cloudy,Night,NO,NO,NO,NO
2012,Minnesota Twins,APR,29,34201,Sunday,Kansas City Royals,55,Cloudy,Day,NO,NO,NO,NO
2012,Minnesota Twins,MAY,7,31382,Monday,Los Angeles Angels,65,Cloudy,Night,NO,NO,NO,NO
2012,Minnesota Twins,MAY,8,30776,Tuesday,Los Angeles Angels,52,Cloudy,Night,NO,NO,NO,NO
2012,Minnesota Twins,MAY,9,31915,Wednesday,Los Angeles Angels,65,Cloudy,Night,NO,NO,NO,NO
2012,Minnesota Twins,MAY,10,31438,Thursday,Toronto Blue Jays,73,Clear,Night,NO,NO,NO,NO
2012,Minnesota Twins,MAY,11,33387,Friday,Toronto Blue Jays,51,Cloudy,Night,NO,NO,NO,NO
2012,Minnesota Twins,MAY,12,38820,Saturday,Toronto Blue Jays,69,Clear,Night,YES,NO,NO,NO
2012,Minnesota Twins,MAY,13,36889,Sunday,Toronto Blue Jays,71,Cloudy,Day,NO,NO,NO,NO
2012,Minnesota Twins,MAY,14,32313,Monday,Cleveland Indians,84,Cloudy,Night,NO,NO,NO,NO
2012,Minnesota Twins,MAY,15,35732,Tuesday,Cleveland Indians,72,Cloudy,Day,NO,NO,NO,NO
2012,Minnesota Twins,MAY,25,37668,Friday,Detroit Tigers,66,Cloudy,Night,NO,NO,YES,NO
2012,Minnesota Twins,MAY,26,37360,Saturday,Detroit Tigers,61,Cloudy,Day,YES,NO,NO,NO
2012,Minnesota Twins,MAY,27,38710,Sunday,Detroit Tigers,85,Cloudy,Day,NO,NO,NO,NO
2012,Minnesota Twins,MAY,28,34709,Monday,Oakland Athletics,74,Cloudy,Day,NO,NO,NO,NO
2012,Minnesota Twins,MAY,29,31781,Tuesday,Oakland Athletics,62,Cloudy,Night,NO,NO,NO,NO
2012,Minnesota Twins,MAY,30,35103,Wednesday,Oakland Athletics,58,Cloudy,Day,NO,NO,NO,NO
2012,Minnesota Twins,JUN,8,38014,Friday,Chicago Cubs,89,Cloudy,Night,NO,NO,NO,NO
2012,Minnesota Twins,JUN,9,39309,Saturday,Chicago Cubs,86,Clear,Day,NO,NO,NO,NO
2012,Minnesota Twins,JUN,10,37526,Sunday,Chicago Cubs,88,Cloudy,Day,NO,YES,NO,NO
2012,Minnesota Twins,JUN,12,32622,Tuesday,Philadelphia Phillies,68,Clear,Night,NO,NO,NO,NO
2012,Minnesota Twins,JUN,13,32581,Wednesday,Philadelphia Phillies,76,Cloudy,Night,NO,NO,NO,NO
2012,Minnesota Twins,JUN,14,32205,Thursday,Philadelphia Phillies,67,Cloudy,Night,NO,NO,NO,NO
2012,Minnesota Twins,JUN,15,37295,Friday,Milwaukee Brewers,78,Cloudy,Night,NO,NO,NO,NO
2012,Minnesota Twins,JUN,16,37698,Saturday,Milwaukee Brewers,74,Cloudy,Day,NO,NO,NO,NO
2012,Minnesota Twins,JUN,17,39206,Sunday,Milwaukee Brewers,79,Cloudy,Day,NO,NO,NO,NO
2012,Minnesota Twins,JUN,25,35659,Monday,Chicago White Sox,76,Clear,Night,NO,NO,NO,NO
2012,Minnesota Twins,JUN,26,35102,Tuesday,Chicago White Sox,81,Clear,Night,NO,NO,NO,NO
2012,Minnesota Twins,JUN,27,36539,Wednesday,Chicago White Sox,83,Clear,Day,NO,NO,NO,NO
2012,Minnesota Twins,JUN,29,33359,Friday,Kansas City Royals,88,Cloudy,Night,NO,NO,NO,NO
2012,Minnesota Twins,JUN,30,37694,Saturday,Kansas City Royals,85,Clear,Day,NO,NO,NO,NO
2012,Minnesota Twins,JUN,30,37629,Saturday,Kansas City Royals,91,Clear,Night,NO,NO,NO,NO
2012,Minnesota Twins,JUL,1,37819,Sunday,Kansas City Royals,91,Clear,Day,NO,NO,NO,NO
2012,Minnesota Twins,JUL,13,33230,Friday,Oakland Athletics,68,Cloudy,Night,NO,NO,NO,NO
2012,Minnesota Twins,JUL,14,39084,Saturday,Oakland Athletics,90,Cloudy,Night,NO,NO,NO,NO
2012,Minnesota Twins,JUL,15,36853,Sunday,Oakland Athletics,89,Cloudy,Day,YES,NO,NO,NO
2012,Minnesota Twins,JUL,16,32445,Monday,Baltimore Orioles,97,Clear,Night,NO,NO,NO,NO
2012,Minnesota Twins,JUL,17,32202,Tuesday,Baltimore Orioles,90,Cloudy,Night,NO,NO,NO,NO
2012,Minnesota Twins,JUL,18,33195,Wednesday,Baltimore Orioles,76,Cloudy,Night,NO,NO,NO,NO
2012,Minnesota Twins,JUL,19,37676,Thursday,Baltimore Orioles,75,Cloudy,Day,NO,NO,NO,NO
2012,Minnesota Twins,JUL,27,37820,Friday,Cleveland Indians,77,Cloudy,Night,NO,NO,YES,NO
2012,Minnesota Twins,JUL,28,39166,Saturday,Cleveland Indians,82,Cloudy,Night,NO,NO,NO,NO
2012,Minnesota Twins,JUL,29,34720,Sunday,Cleveland Indians,72,Cloudy,Day,NO,NO,NO,NO
2012,Minnesota Twins,JUL,30,35018,Monday,Chicago White Sox,85,Cloudy,Night,NO,NO,NO,NO
2012,Minnesota Twins,JUL,31,36424,Tuesday,Chicago White Sox,77,Cloudy,Night,NO,NO,NO,NO
2012,Minnesota Twins,AUG,1,34823,Wednesday,Chicago White Sox,81,Cloudy,Day,NO,NO,NO,NO
2012,Minnesota Twins,AUG,10,38108,Friday,Tampa Bay Rays,76,Cloudy,Night,NO,NO,YES,NO
2012,Minnesota Twins,AUG,11,39512,Saturday,Tampa Bay Rays,77,Cloudy,Night,NO,NO,NO,NO
2012,Minnesota Twins,AUG,12,35327,Sunday,Tampa Bay Rays,68,Cloudy,Day,NO,NO,NO,NO
2012,Minnesota Twins,AUG,13,34366,Monday,Detroit Tigers,80,Cloudy,Night,NO,NO,NO,NO
2012,Minnesota Twins,AUG,14,37544,Tuesday,Detroit Tigers,75,Cloudy,Night,NO,NO,NO,NO
2012,Minnesota Twins,AUG,15,37118,Wednesday,Detroit Tigers,72,Cloudy,Day,NO,NO,NO,NO
2012,Minnesota Twins,AUG,27,31883,Monday,Seattle Mariners,84,Clear,Night,NO,NO,NO,NO
2012,Minnesota Twins,AUG,28,29854,Tuesday,Seattle Mariners,83,Cloudy,Night,NO,NO,NO,NO
2012,Minnesota Twins,AUG,29,29281,Wednesday,Seattle Mariners,91,Clear,Night,NO,NO,NO,NO
2012,Minnesota Twins,AUG,30,32578,Thursday,Seattle Mariners,85,Cloudy,Day,NO,NO,NO,NO
2012,Minnesota Twins,SEP,7,30111,Friday,Cleveland Indians,64,Cloudy,Night,NO,NO,NO,NO
2012,Minnesota Twins,SEP,8,33698,Saturday,Cleveland Indians,70,Cloudy,Night,NO,NO,NO,NO
2012,Minnesota Twins,SEP,9,30219,Sunday,Cleveland Indians,71,Cloudy,Day,NO,NO,NO,NO
2012,Minnesota Twins,SEP,10,27526,Monday,Cleveland Indians,80,Cloudy,Night,NO,NO,NO,NO
2012,Minnesota Twins,SEP,11,28993,Tuesday,Kansas City Royals,93,Clear,Night,NO,NO,NO,NO
2012,Minnesota Twins,SEP,12,28139,Wednesday,Kansas City Royals,58,Cloudy,Night,NO,NO,NO,NO
2012,Minnesota Twins,SEP,13,28669,Thursday,Kansas City Royals,73,Clear,Night,NO,NO,NO,NO
2012,Minnesota Twins,SEP,14,30729,Friday,Chicago White Sox,74,Clear,Night,YES,NO,NO,NO
2012,Minnesota Twins,SEP,15,36308,Saturday,Chicago White Sox,71,Clear,Day,NO,NO,NO,NO
2012,Minnesota Twins,SEP,16,31722,Sunday,Chicago White Sox,73,Clear,Day,NO,NO,NO,NO
2012,Minnesota Twins,SEP,24,33720,Monday,New York Yankees,75,Clear,Night,NO,NO,NO,NO
2012,Minnesota Twins,SEP,25,33346,Tuesday,New York Yankees,64,Cloudy,Night,NO,NO,NO,NO
2012,Minnesota Twins,SEP,26,33251,Wednesday,New York Yankees,59,Clear,Day,NO,NO,NO,NO
2012,Minnesota Twins,SEP,28,30315,Friday,Detroit Tigers,74,Cloudy,Night,NO,NO,NO,NO
2012,Minnesota Twins,SEP,29,32839,Saturday,Detroit Tigers,80,Clear,Day,NO,NO,NO,NO
2012,Minnesota Twins,SEP,30,32554,Sunday,Detroit Tigers,70,Cloudy,Day,NO,NO,NO,NO
2012,New York Yankees,APR,13,49386,Friday,Los Angeles Angels,59,Clear,Day,NO,NO,NO,NO
2012,New York Yankees,APR,14,46829,Saturday,Los Angeles Angels,68,Cloudy,Day,NO,NO,NO,NO
2012,New York Yankees,APR,15,41055,Sunday,Los Angeles Angels,74,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,APR,16,40218,Monday,Minnesota Twins,77,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,APR,17,40194,Tuesday,Minnesota Twins,73,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,APR,18,36831,Wednesday,Minnesota Twins,58,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,APR,19,40327,Thursday,Minnesota Twins,60,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,APR,27,41200,Friday,Detroit Tigers,47,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,APR,28,44686,Saturday,Detroit Tigers,58,Cloudy,Day,NO,NO,NO,NO
2012,New York Yankees,APR,29,43084,Sunday,Detroit Tigers,57,Clear,Day,NO,NO,NO,NO
2012,New York Yankees,APR,30,36890,Monday,Baltimore Orioles,52,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,MAY,1,37790,Tuesday,Baltimore Orioles,66,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,MAY,2,39360,Wednesday,Baltimore Orioles,53,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,MAY,8,37086,Tuesday,Tampa Bay Rays,61,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,MAY,9,38024,Wednesday,Tampa Bay Rays,66,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,MAY,10,37720,Thursday,Tampa Bay Rays,61,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,MAY,11,37226,Friday,Seattle Mariners,68,Clear,Night,NO,NO,NO,NO
2012,New York Yankees,MAY,12,43954,Saturday,Seattle Mariners,77,Cloudy,Day,NO,NO,NO,NO
2012,New York Yankees,MAY,13,41631,Sunday,Seattle Mariners,79,Cloudy,Day,NO,NO,NO,NO
2012,New York Yankees,MAY,18,42015,Friday,Cincinnati Reds,66,Clear,Night,NO,YES,NO,NO
2012,New York Yankees,MAY,19,45302,Saturday,Cincinnati Reds,74,Clear,Day,YES,NO,NO,NO
2012,New York Yankees,MAY,20,45622,Sunday,Cincinnati Reds,72,Clear,Day,NO,NO,NO,NO
2012,New York Yankees,MAY,21,39229,Monday,Kansas City Royals,61,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,MAY,22,37674,Tuesday,Kansas City Royals,67,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,MAY,23,40407,Wednesday,Kansas City Royals,71,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,JUN,5,40537,Tuesday,Tampa Bay Rays,62,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,JUN,6,38370,Wednesday,Tampa Bay Rays,68,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,JUN,7,39891,Thursday,Tampa Bay Rays,70,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,JUN,8,48566,Friday,New York Mets,77,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,JUN,9,48575,Saturday,New York Mets,75,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,JUN,10,49010,Sunday,New York Mets,81,Cloudy,Day,NO,NO,NO,NO
2012,New York Yankees,JUN,18,42709,Monday,Atlanta Braves,67,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,JUN,19,41219,Tuesday,Atlanta Braves,72,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,JUN,20,45094,Wednesday,Atlanta Braves,94,Clear,Day,NO,NO,NO,NO
2012,New York Yankees,JUN,25,42290,Monday,Cleveland Indians,64,Cloudy,Night,YES,NO,NO,NO
2012,New York Yankees,JUN,26,43006,Tuesday,Cleveland Indians,72,Cloudy,Night,NO,YES,NO,NO
2012,New York Yankees,JUN,27,45099,Wednesday,Cleveland Indians,78,Cloudy,Day,NO,NO,NO,NO
2012,New York Yankees,JUN,28,44041,Thursday,Chicago White Sox,88,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,JUN,29,44265,Friday,Chicago White Sox,95,Clear,Night,NO,NO,NO,NO
2012,New York Yankees,JUN,30,46895,Saturday,Chicago White Sox,93,Cloudy,Day,NO,NO,NO,NO
2012,New York Yankees,JUL,1,48324,Sunday,Chicago White Sox,95,Clear,Day,NO,NO,NO,NO
2012,New York Yankees,JUL,13,47873,Friday,Los Angeles Angels,81,Cloudy,Night,YES,NO,NO,NO
2012,New York Yankees,JUL,14,47789,Saturday,Los Angeles Angels,85,Cloudy,Day,NO,NO,NO,NO
2012,New York Yankees,JUL,15,46679,Sunday,Los Angeles Angels,87,Cloudy,Day,NO,NO,NO,NO
2012,New York Yankees,JUL,16,42819,Monday,Toronto Blue Jays,89,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,JUL,17,44975,Tuesday,Toronto Blue Jays,95,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,JUL,18,45986,Wednesday,Toronto Blue Jays,94,Cloudy,Day,NO,NO,NO,NO
2012,New York Yankees,JUL,27,49571,Friday,Boston Red Sox,86,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,JUL,28,49573,Saturday,Boston Red Sox,69,Cloudy,Day,NO,NO,NO,NO
2012,New York Yankees,JUL,29,48526,Sunday,Boston Red Sox,76,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,JUL,30,43052,Monday,Baltimore Orioles,77,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,JUL,31,42821,Tuesday,Baltimore Orioles,76,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,AUG,1,44593,Wednesday,Baltimore Orioles,80,Cloudy,Day,NO,NO,NO,NO
2012,New York Yankees,AUG,3,45872,Friday,Seattle Mariners,84,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,AUG,4,47067,Saturday,Seattle Mariners,91,Cloudy,Day,YES,NO,NO,NO
2012,New York Yankees,AUG,5,45878,Sunday,Seattle Mariners,89,Cloudy,Day,NO,NO,NO,NO
2012,New York Yankees,AUG,13,45676,Monday,Texas Rangers,84,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,AUG,14,44533,Tuesday,Texas Rangers,78,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,AUG,15,45921,Wednesday,Texas Rangers,71,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,AUG,16,47645,Thursday,Texas Rangers,82,Cloudy,Day,NO,NO,NO,NO
2012,New York Yankees,AUG,17,49422,Friday,Boston Red Sox,78,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,AUG,18,49466,Saturday,Boston Red Sox,78,Clear,Day,NO,NO,NO,NO
2012,New York Yankees,AUG,19,48620,Sunday,Boston Red Sox,72,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,AUG,27,42962,Monday,Toronto Blue Jays,78,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,AUG,28,42472,Tuesday,Toronto Blue Jays,83,Clear,Night,NO,NO,NO,NO
2012,New York Yankees,AUG,29,46010,Wednesday,Toronto Blue Jays,76,Clear,Day,NO,NO,NO,NO
2012,New York Yankees,AUG,31,43352,Friday,Baltimore Orioles,87,Clear,Night,NO,NO,NO,NO
2012,New York Yankees,SEP,1,46122,Saturday,Baltimore Orioles,88,Cloudy,Day,NO,NO,NO,NO
2012,New York Yankees,SEP,2,46501,Sunday,Baltimore Orioles,80,Cloudy,Day,NO,NO,NO,NO
2012,New York Yankees,SEP,14,45200,Friday,Tampa Bay Rays,71,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,SEP,15,46856,Saturday,Tampa Bay Rays,72,Cloudy,Day,NO,NO,NO,NO
2012,New York Yankees,SEP,16,43489,Sunday,Tampa Bay Rays,72,Cloudy,Day,NO,NO,NO,NO
2012,New York Yankees,SEP,19,39859,Wednesday,Toronto Blue Jays,67,Cloudy,Day,NO,NO,NO,NO
2012,New York Yankees,SEP,19,39997,Wednesday,Toronto Blue Jays,67,Cloudy,Night,NO,NO,NO,YES
2012,New York Yankees,SEP,20,40511,Thursday,Toronto Blue Jays,65,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,SEP,21,40759,Friday,Oakland Athletics,68,Clear,Night,NO,NO,NO,NO
2012,New York Yankees,SEP,22,44026,Saturday,Oakland Athletics,75,Cloudy,Day,NO,NO,NO,NO
2012,New York Yankees,SEP,23,43867,Sunday,Oakland Athletics,67,Clear,Day,NO,NO,NO,NO
2012,New York Yankees,OCT,1,45478,Monday,Boston Red Sox,71,Cloudy,Night,NO,NO,NO,NO
2012,New York Yankees,OCT,2,41564,Tuesday,Boston Red Sox,62,Rainy,Night,NO,NO,NO,NO
2012,New York Yankees,OCT,3,47393,Wednesday,Boston Red Sox,69,Cloudy,Night,NO,NO,NO,NO
2012,Oakland Athletics,APR,6,35067,Friday,Seattle Mariners,55,Clear,Night,NO,NO,NO,NO
2012,Oakland Athletics,APR,7,16612,Saturday,Seattle Mariners,59,Cloudy,Day,NO,NO,NO,NO
2012,Oakland Athletics,APR,9,10054,Monday,Kansas City Royals,55,Cloudy,Day,NO,NO,NO,NO
2012,Oakland Athletics,APR,10,10670,Tuesday,Kansas City Royals,55,Rainy,Night,NO,NO,NO,NO
2012,Oakland Athletics,APR,11,12390,Wednesday,Kansas City Royals,59,Cloudy,Day,NO,NO,NO,NO
2012,Oakland Athletics,APR,20,14340,Friday,Cleveland Indians,67,Clear,Night,NO,NO,NO,NO
2012,Oakland Athletics,APR,21,25258,Saturday,Cleveland Indians,75,Clear,Day,NO,NO,NO,YES
2012,Oakland Athletics,APR,22,24049,Sunday,Cleveland Indians,64,Clear,Day,NO,NO,NO,NO
2012,Oakland Athletics,APR,23,10574,Monday,Chicago White Sox,60,Cloudy,Night,NO,NO,NO,NO
2012,Oakland Athletics,APR,24,11184,Tuesday,Chicago White Sox,62,Cloudy,Night,NO,NO,NO,NO
2012,Oakland Athletics,APR,25,13032,Wednesday,Chicago White Sox,63,Cloudy,Day,NO,NO,NO,NO
2012,Oakland Athletics,MAY,8,10784,Tuesday,Toronto Blue Jays,65,Clear,Night,NO,NO,NO,NO
2012,Oakland Athletics,MAY,9,14815,Wednesday,Toronto Blue Jays,63,Clear,Day,NO,NO,NO,NO
2012,Oakland Athletics,MAY,10,11513,Thursday,Detroit Tigers,70,Clear,Night,NO,NO,NO,NO
2012,Oakland Athletics,MAY,11,26721,Friday,Detroit Tigers,65,Clear,Night,NO,NO,NO,NO
2012,Oakland Athletics,MAY,12,20077,Saturday,Detroit Tigers,66,Clear,Night,YES,NO,NO,NO
2012,Oakland Athletics,MAY,13,17147,Sunday,Detroit Tigers,64,Cloudy,Day,NO,NO,NO,NO
