id,tot_sls,female,married,children,HHIncomeMed,WhtCollarOcc,BluCollarOcc,pop_0_25,pop_26_plus,prc_city
C0101020406,142.45285,0,1,0,25665,67,33,21,79,21
C0105670719,81.21777,1,1,0,29613,72,28,9,91,14
C0106906377,180.09596,1,0,1,29124,65,35,21,79,24
C0104022245,113.13007,0,1,1,36483,71,29,18,82,10
C0101109444,170.22666,1,1,1,78954,73,27,13,87,9
C0109213642,196.76547,1,1,1,95743,66,34,13,87,19
C0107946225,102.199,1,0,0,43100,82,18,16,84,23
C0103751855,162.7908,0,1,1,46520,86,14,20,80,22
C0109522889,234.01577,0,0,0,94813,69,31,17,83,21
C0104309511,170.0012,0,1,0,91280,82,18,18,82,24
C0103344982,64.14846,1,0,0,28374,81,19,14,86,11
C0105872265,182.46363,0,0,0,53047,69,31,14,86,20
C0102053521,182.26894,1,1,1,44686,71,29,11,89,19
C0102747150,186.86321,0,0,1,42149,83,17,18,82,19
C0108707566,84.3025,0,0,0,70250,82,18,18,82,10
C0101423657,137.44327,0,1,0,68563,70,30,10,90,26
C0108136136,146.78797,0,0,0,28993,86,14,17,83,17
C0109035541,100.19911,1,0,1,37859,66,34,19,81,12
C0102460537,179.62507,0,0,1,93983,75,25,16,84,12
C0106830312,231.57382,1,0,0,95358,66,34,13,87,21
C0102640188,96.12487,0,1,0,44603,83,17,16,84,9
C0104098213,139.37471,1,0,0,58499,80,20,14,86,14
C0109743898,200.15034,1,1,1,77346,77,23,9,91,14
C0103078364,119.94422,0,1,0,94118,70,30,22,78,22
C0107298609,166.67982,1,1,1,58758,80,20,11,89,19
C0108348034,179.61618,1,1,1,34642,75,25,18,82,22
C0107921919,131.26822,0,0,0,85718,80,20,11,89,8
C0108685771,153.8374,0,0,0,96060,72,28,21,79,10
C0106678432,183.74679,1,1,1,63851,73,27,11,89,18
C0103010821,164.18306,1,1,0,39114,67,33,19,81,9
C0103243188,211.24189,1,0,0,51041,77,23,15,85,21
C0104353621,180.54651,0,0,1,55919,77,23,17,83,11
C0107512887,228.56669,1,0,0,72161,68,32,11,89,25
C0108610657,154.32991,0,0,0,91379,71,29,17,83,9
C0107650718,165.6806,0,1,1,28140,70,30,14,86,21
C0102299528,151.67175,0,1,1,27075,73,27,11,89,20
C0105301694,134.99113,0,0,1,73797,70,30,11,89,15
C0106352428,220.13425,1,0,0,81325,75,25,19,81,17
C0109085365,130.15086,1,0,1,91934,75,25,13,87,8
C0107955752,241.46213,1,1,0,96697,69,31,18,82,25
C0106747589,148.4278,1,1,1,47820,83,17,14,86,14
C0105214864,100.98503,0,0,1,60707,79,21,14,86,21
C0105959635,169.24148,0,1,0,45212,65,35,15,85,13
C0103536812,149.4054,0,0,0,37260,79,21,15,85,16
C0106065612,166.05113,0,1,1,98797,72,28,20,80,8
C0108822162,68.76675,1,0,1,60575,70,30,13,87,8
C0104193546,207.10775,1,0,0,48475,66,34,14,86,23
C0103573796,168.97035,1,1,0,79415,73,27,11,89,18
C0105233194,209.80811,1,0,0,87959,70,30,10,90,12
C0103736413,151.99781,1,1,1,82889,67,33,10,90,12
C0102505638,122.00132,0,1,1,35108,70,30,20,80,10
C0107200194,173.49038,0,1,0,59622,80,20,20,80,13
C0106119287,107.8425,0,0,0,76250,69,31,22,78,19
C0107793295,190.06182,0,0,1,94558,68,32,21,79,10
C0108492883,152.27984,1,0,1,98896,83,17,22,78,11
C0101527752,151.06612,1,1,0,48228,73,27,15,85,15
C0108329639,147.08076,0,0,1,55244,71,29,16,84,16
C0103859213,80.34551,0,1,0,65019,80,20,21,79,11
C0105072427,113.93587,0,1,0,50503,78,22,21,79,17
C0101177354,102.77318,1,0,0,38942,75,25,21,79,17
C0101899521,170.09424,0,1,0,47256,73,27,20,80,9
C0108512048,196.68771,1,0,1,72199,81,19,11,89,9
C0101090244,168.92845,0,1,0,38305,78,22,15,85,22
C0106160755,126.85382,0,1,1,40358,73,27,17,83,10
C0109179151,200.98291,0,1,0,39079,83,17,17,83,20
C0108587334,112.77008,1,0,0,26552,72,28,16,84,17
C0105817694,113.22764,0,1,1,87716,75,25,9,91,17
C0104667177,120.95237,0,0,1,90353,69,31,9,91,24
C0101791596,79.67329,1,1,0,47701,74,26,11,89,15
C0108020933,137.1947,0,1,0,88430,69,31,19,81,17
C0103065405,147.34445,1,0,0,53705,72,28,15,85,12
C0107645391,171.76534,0,0,0,87846,70,30,22,78,8
C0102235892,184.73602,1,1,1,93538,85,15,9,91,8
C0102934888,101.87213,0,0,1,30697,76,24,11,89,10
C0102288323,167.62766,1,1,1,59854,84,16,19,81,20
C0104378818,103.41065,1,0,0,86485,74,26,11,89,19
C0103007843,155.29206,1,1,1,26214,76,24,12,88,8
C0105897284,126.60719,0,0,1,74611,77,23,18,82,13
C0104616569,132.27776,1,1,1,94544,73,27,10,90,15
C0105198770,120.74493,1,0,1,81017,84,16,22,78,9
C0102678004,174.44114,1,1,0,40866,78,22,15,85,17
C0109824934,140.00845,1,1,0,76305,67,33,22,78,14
C0109810055,108.87133,0,0,1,45177,70,30,13,87,20
C0102732587,129.54808,1,1,0,61752,70,30,18,82,14
C0109819602,105.75036,1,0,1,83484,71,29,16,84,16
C0104087475,152.90792,0,0,1,49648,77,23,11,89,19
C0108328452,171.23087,1,0,0,31003,83,17,16,84,25
C0109179563,191.548,1,0,1,54200,85,15,19,81,25
C0101989080,190.16394,0,0,1,53186,80,20,14,86,12
C0103682821,210.45673,1,1,0,95437,70,30,21,79,25
C0105619831,160.62191,1,1,0,24179,73,27,11,89,26
C0109806237,168.71906,0,0,1,98514,82,18,21,79,18
C0104012647,99.36569,0,1,0,83261,72,28,10,90,18
C0102677324,153.27407,1,1,0,33083,66,34,10,90,9
C0103897160,126.59774,0,1,0,89406,86,14,15,85,15
C0105444673,120.98368,1,0,1,39392,66,34,18,82,24
C0101453792,110.5589,0,0,1,44410,74,26,19,81,10
C0104881054,95.99508,0,1,0,84052,77,23,13,87,8
C0108421023,174.23122,0,1,0,85418,76,24,16,84,9
C0108922558,138.53005,0,1,1,85345,81,19,22,78,11
C0107652809,152.28824,1,0,0,34856,73,27,9,91,19
C0109495938,92.02166,1,0,0,80454,72,28,21,79,10
C0107778232,118.16835,0,1,1,79615,74,26,14,86,20
C0108154833,182.77525,0,0,0,87225,67,33,12,88,22
C0109035166,84.91809,0,1,1,57821,68,32,13,87,15
C0105588895,122.48655,0,0,1,60195,67,33,13,87,19
C0107494767,165.42919,0,1,1,79411,83,17,19,81,10
C0109213164,82.97432,1,0,1,41808,84,16,20,80,13
C0103401462,236.83085,1,0,0,94865,66,34,22,78,26
C0107515690,88.52579,0,1,1,72951,66,34,19,81,8
C0103348023,88.88233,0,0,0,31077,71,29,9,91,16
C0102406814,142.69587,1,0,0,32503,86,14,16,84,23
C0105894778,110.8889,1,0,0,48410,65,35,22,78,17
C0103125400,218.53364,1,1,1,67116,69,31,21,79,20
C0103975327,146.45046,1,0,1,46174,84,16,20,80,16
C0101321329,156.45233,0,1,0,59077,76,24,21,79,14
C0106904884,202.80223,1,0,1,66387,80,20,11,89,15
C0105484974,114.72331,1,0,0,83839,66,34,16,84,15
C0108051714,157.27091,0,0,0,78279,67,33,17,83,22
C0104339875,215.77907,1,0,0,53583,85,15,22,78,18
C0106458307,148.3047,0,1,0,69430,85,15,21,79,21
C0102027150,136.69355,1,0,0,43495,72,28,18,82,23
C0107977814,147.59335,1,0,0,66115,84,16,18,82,21
C0101690488,147.07914,0,0,1,70066,83,17,16,84,20
C0108886190,156.37195,0,0,1,90455,73,27,14,86,17
C0106806666,170.71119,0,0,1,64211,69,31,20,80,16
C0106143545,180.22654,1,1,1,65126,82,18,17,83,12
C0105293367,175.12815,1,0,0,28235,76,24,15,85,16
C0108532633,190.65255,1,1,0,79595,85,15,16,84,20
C0101436390,156.79084,0,0,0,88796,68,32,12,88,9
C0105727893,213.5429,1,1,0,83010,82,18,18,82,13
C0103086625,149.11822,1,0,1,74718,78,22,12,88,8
C0104123182,194.02506,0,1,0,52914,85,15,14,86,18
C0101966826,188.04857,1,0,1,92133,71,29,14,86,12
C0108534153,177.53495,0,1,1,28155,84,16,12,88,22
C0106863633,138.03006,0,1,1,83414,86,14,22,78,19
C0108134161,188.38553,1,1,1,28157,69,31,16,84,14
C0106597450,117.846,1,1,0,68400,65,35,11,89,15
C0107586047,127.24901,1,1,1,37169,80,20,10,90,8
C0106424762,209.64118,1,0,0,96142,85,15,22,78,19
C0107701304,119.46849,0,0,0,75581,71,29,11,89,23
C0103360133,146.10612,0,1,0,90228,78,22,16,84,21
C0108778367,125.23926,0,0,1,38894,70,30,19,81,23
C0105751567,126.03155,1,0,1,34695,76,24,16,84,10
C0104179027,151.51779,0,1,0,71751,74,26,15,85,16
C0109757822,166.5573,1,0,0,89370,85,15,12,88,12
C0106731916,167.58119,0,1,1,86211,67,33,21,79,26
C0103816659,84.08948,1,0,0,88412,69,31,15,85,12
C0101727838,135.0443,1,1,1,98670,80,20,11,89,15
C0104864676,128.94426,0,1,0,95394,75,25,15,85,19
C0105147723,217.40783,1,1,0,69027,77,23,18,82,20
C0109270219,105.57858,1,0,0,77202,65,35,19,81,18
C0109630064,171.97579,0,0,0,58951,80,20,22,78,10
C0102013234,179.32688,1,1,1,34472,74,26,10,90,22
C0104949594,188.79051,1,0,1,36519,86,14,14,86,25
C0101660910,182.86706,1,0,0,72714,66,34,12,88,15
C0109184743,229.31025,0,0,1,53725,86,14,11,89,24
C0109980891,218.28821,0,0,1,59649,74,26,15,85,21
C0101817142,201.4243,0,1,0,31670,75,25,21,79,22
C0107560277,165.96752,0,1,1,49888,73,27,10,90,20
C0106786988,191.32406,1,0,0,62014,74,26,18,82,22
C0108852162,133.33551,1,0,0,80019,67,33,21,79,23
C0109549168,93.09298,0,1,1,63562,82,18,12,88,16
C0103480822,119.84966,0,0,0,78654,67,33,14,86,10
C0103150263,219.22404,0,1,0,25876,77,23,9,91,26
C0109550315,136.67238,0,1,0,35422,76,24,15,85,9
C0105501064,218.72901,0,1,0,52169,78,22,9,91,21
C0106616779,196.80632,0,1,1,28608,78,22,11,89,22
C0102777181,158.85547,0,0,1,92743,79,21,22,78,25
C0109575156,185.2043,1,0,0,56670,84,16,20,80,18
C0105608210,232.1917,0,0,1,72730,78,22,20,80,22
C0104785313,120.48325,1,0,0,57425,68,32,14,86,11
C0105725688,138.80589,1,0,1,72641,85,15,9,91,20
C0106816309,171.57428,1,0,1,49532,75,25,14,86,18
C0108586623,141.22212,0,0,1,51628,83,17,17,83,26
C0101918171,192.66026,1,0,1,91794,67,33,13,87,20
C0108094663,179.0426,0,1,1,49940,86,14,20,80,14
C0108147104,157.67518,1,1,1,72742,80,20,17,83,22
C0103612734,151.17904,0,0,0,30376,78,22,17,83,15
C0107549497,86.82812,0,0,1,36028,76,24,19,81,14
C0109568850,91.51454,1,1,0,34326,65,35,14,86,10
C0108697922,135.36429,1,0,0,62601,82,18,21,79,22
C0103259729,125.40034,0,1,0,85346,83,17,11,89,12
C0105340184,210.12354,1,1,0,38426,66,34,16,84,25
C0101550514,91.92191,1,1,0,46179,68,32,12,88,9
C0106174184,209.32444,0,0,1,38636,72,28,18,82,17
C0101930392,178.45966,0,1,1,28654,79,21,21,79,19
C0109871678,190.95242,1,0,0,87698,86,14,19,81,16
C0105751522,126.60478,0,1,1,36982,67,33,16,84,23
C0102221676,232.55255,0,1,1,89595,74,26,16,84,20
C0107637447,114.41477,0,0,0,41913,86,14,9,91,11
C0101614746,146.92757,1,1,1,28233,79,21,19,81,11
C0102273701,159.30517,1,0,0,63673,69,31,22,78,17
C0103718943,195.24506,0,1,0,28914,74,26,16,84,23
C0108525662,236.50517,1,1,0,50673,85,15,11,89,25
C0105280064,207.44065,1,0,0,60485,73,27,15,85,13
C0102921227,227.23015,1,1,1,57035,71,29,12,88,24
C0103034442,138.02348,0,0,0,53012,83,17,19,81,20
C0106188728,109.83838,0,1,0,93822,80,20,14,86,10
C0103931940,230.5771,0,1,1,32990,69,31,17,83,25
C0103635983,123.76595,1,1,1,51055,72,28,19,81,15
C0106173033,75.51599,0,0,1,60331,85,15,18,82,10
C0106123520,99.69313,1,0,0,51597,76,24,22,78,18
C0105753779,90.8705,1,0,0,32450,84,16,17,83,20
C0106994960,117.35897,0,1,1,46893,65,35,11,89,26
C0108853797,155.8909,0,1,0,88210,74,26,13,87,17
C0106855966,180.87371,1,1,0,72599,81,19,16,84,12
C0108537611,118.51271,0,0,0,25699,83,17,11,89,15
C0108339113,169.98792,1,1,0,65648,73,27,10,90,26
C0104323725,93.12433,1,1,0,28877,66,34,16,84,9
C0105964406,88.53722,1,1,1,94818,68,32,17,83,9
C0103319940,130.99208,0,1,1,71352,71,29,20,80,14
C0107042517,200.6968,0,1,1,78920,69,31,10,90,13
C0109520454,90.18967,0,1,0,58723,82,18,16,84,8
C0101074377,143.23785,1,1,1,68165,70,30,18,82,10
C0106634274,184.37946,1,0,0,60274,68,32,21,79,13
C0104827390,154.54986,1,1,1,62034,70,30,22,78,17
C0102685716,203.12682,0,1,0,69058,86,14,21,79,17
C0105329458,115.34603,1,0,0,72607,67,33,22,78,9
C0103623472,173.74294,0,1,1,30286,83,17,18,82,16
C0107685677,96.98628,0,1,1,95332,70,30,13,87,8
C0105644967,103.57323,0,1,0,26287,75,25,11,89,21
C0104470952,99.22937,1,0,1,59653,83,17,19,81,20
C0102416235,139.83748,0,0,0,77612,75,25,19,81,9
C0101720490,139.60348,1,0,0,69012,85,15,16,84,11
C0105060347,137.44556,0,0,1,71364,67,33,11,89,17
C0104436466,89.13612,1,0,0,44228,80,20,17,83,14
C0102962475,83.02146,0,0,1,31074,78,22,14,86,16
C0108339427,178.385,0,0,1,98500,66,34,15,85,21
C0109864605,105.97582,1,1,1,47158,77,23,9,91,15
C0105085716,89.31082,1,0,0,53658,66,34,20,80,13
C0104226676,148.03966,0,0,1,32654,65,35,12,88,10
C0108437544,223.02207,1,1,0,54283,67,33,12,88,20
C0109442113,178.71393,0,1,0,39117,72,28,19,81,23
C0103297003,153.09497,1,0,1,52293,79,21,20,80,13
C0104202906,193.05882,1,1,1,58858,77,23,19,81,12
C0105625663,111.62368,1,1,0,33392,81,19,15,85,16
C0105878655,184.1128,1,0,1,81320,69,31,13,87,12
C0102618426,102.49544,1,0,0,84536,75,25,17,83,18
C0107785371,149.76411,1,1,0,58359,68,32,18,82,15
C0105305463,147.89691,1,1,1,69679,82,18,16,84,24
C0109245941,196.31791,1,0,1,91579,73,27,15,85,14
C0106069049,218.51094,0,0,1,83486,78,22,9,91,20
C0108208028,224.20544,0,1,1,79536,80,20,21,79,24
C0108010294,90.78196,1,0,0,29524,74,26,22,78,14
C0109890758,110.88048,1,0,1,27312,66,34,20,80,17
C0102543981,173.26111,1,0,0,82659,68,32,9,91,24
C0105779385,103.63962,1,1,0,31378,66,34,20,80,15
C0109476535,208.69812,1,1,1,95028,86,14,11,89,15
C0109799476,65.80185,1,0,1,29765,79,21,14,86,10
C0104696756,194.51858,1,0,0,52202,69,31,21,79,20
C0106909694,204.75743,1,1,1,71267,79,21,22,78,22
C0105675816,168.61951,0,0,1,90619,85,15,16,84,13
C0102069926,224.28311,0,1,1,52459,70,30,20,80,24
C0108813842,146.83366,1,1,0,77254,73,27,14,86,24
C0107421643,187.99296,1,0,1,68424,76,24,17,83,25
C0106159718,172.41319,1,0,0,44011,71,29,14,86,9
C0107005283,208.4582,0,1,1,91580,68,32,11,89,23
C0107911133,73.02049,0,1,0,36381,67,33,16,84,9
C0103190233,96.44686,0,0,1,92334,77,23,21,79,10
C0101783370,186.41228,1,1,1,86732,83,17,18,82,23
C0105279321,117.88609,0,1,1,36021,67,33,11,89,11
C0107885704,219.03332,1,1,0,47908,80,20,19,81,23
C0105453545,142.66813,0,0,0,39097,83,17,16,84,20
C0104019691,108.07423,1,1,0,65187,81,19,16,84,20
C0106375102,94.69205,1,0,1,73145,82,18,11,89,18
C0106508815,120.72862,0,1,1,78478,66,34,22,78,11
C0107619444,215.2207,1,1,0,86830,83,17,15,85,19
C0105118913,233.0835,0,0,0,90150,82,18,21,79,26
C0102600434,141.67521,1,1,0,39949,82,18,20,80,26
C0108652237,95.1416,0,1,0,24040,78,22,13,87,21
C0106663725,81.09599,1,0,0,46331,79,21,21,79,8
C0104419461,94.41164,1,1,0,77316,85,15,14,86,16
C0103091702,150.40618,0,1,1,38642,79,21,12,88,17
C0109822762,130.31008,1,1,1,92552,82,18,12,88,23
C0101514076,63.18154,0,1,0,30626,79,21,12,88,10
C0105589548,136.51966,1,1,0,39654,70,30,19,81,20
C0102400350,156.84751,0,0,1,83819,84,16,21,79,19
C0107685107,179.11598,0,0,0,60262,70,30,14,86,20
C0109238108,109.56146,1,1,1,30074,70,30,11,89,13
C0108233412,139.78563,1,1,1,88847,85,15,11,89,11
C0102989225,214.14662,1,1,0,45678,68,32,22,78,23
C0108939299,181.45446,0,0,1,67774,83,17,18,82,9
C0101909697,193.01184,0,1,0,81696,68,32,9,91,20
C0108809072,188.09159,1,0,1,84971,86,14,13,87,10
C0103801414,198.09742,1,0,1,33198,67,33,21,79,20
C0103770770,154.41581,1,0,0,80089,80,20,19,81,13
C0107718733,192.16037,1,0,0,62553,77,23,19,81,23
C0101809441,171.59931,1,0,1,56239,82,18,19,81,19
C0106625697,89.86829,0,0,1,86201,79,21,21,79,8
C0105411455,135.00412,1,0,1,24428,67,33,12,88,25
C0103253851,204.81056,0,1,1,66864,72,28,9,91,17
C0107091031,107.14373,1,0,0,25737,65,35,11,89,21
C0106648531,182.142,1,0,0,49800,71,29,21,79,18
C0108164994,172.83986,1,0,1,35034,70,30,21,79,18
C0101407022,125.61608,0,0,1,61952,82,18,22,78,24
C0104365240,133.70371,0,1,0,86599,80,20,17,83,13
C0105156118,60.19584,0,1,0,26296,76,24,12,88,8
C0103397286,164.49612,0,1,0,53228,69,31,15,85,8
C0106098577,119.15016,0,0,1,36104,80,20,14,86,20
C0103600420,133.53215,1,1,1,55835,83,17,9,91,21
C0102816046,145.66999,0,1,0,93931,84,16,20,80,25
C0106133342,215.41061,1,1,0,31209,70,30,13,87,19
C0101371771,107.98208,1,1,0,28352,67,33,14,86,19
C0109874509,117.09547,0,0,0,77743,79,21,14,86,16
C0109904873,113.50116,0,0,1,49004,67,33,12,88,17
C0101539553,146.27738,1,1,0,71922,84,16,18,82,22
C0109804730,153.91982,0,0,1,38758,84,16,19,81,26
C0108977138,251.64246,1,0,0,89974,77,23,14,86,26
C0107088069,175.30659,0,1,1,62471,68,32,18,82,15
C0102268311,136.18791,0,0,0,86579,68,32,22,78,13
C0104539526,119.60646,0,0,1,66574,69,31,22,78,22
C0105907961,145.90945,1,1,0,34205,82,18,9,91,16
C0103868786,160.20826,0,1,0,26994,70,30,22,78,18
C0105988058,204.98255,0,1,1,73595,77,23,10,90,23
C0106126485,198.2908,1,1,0,44520,79,21,12,88,20
C0107134761,120.0715,1,0,1,68350,86,14,14,86,16
C0105927850,199.585,1,1,0,47500,79,21,19,81,13
C0101382087,219.74014,1,0,0,65966,79,21,16,84,25
C0104299488,220.4189,1,1,1,96410,81,19,18,82,26
C0105764620,152.21644,1,1,0,52436,86,14,15,85,23
C0108892763,123.57493,1,1,0,27017,68,32,10,90,24
C0108563296,191.0168,0,0,1,68920,78,22,16,84,26
C0102794152,120.51744,0,1,1,94336,65,35,10,90,17
C0108018029,182.45094,0,1,0,66486,69,31,17,83,18
C0103882380,127.48521,1,0,0,98949,72,28,11,89,13
C0102388442,218.30029,1,1,0,60001,71,29,19,81,26
C0106968042,112.53812,1,0,0,66028,73,27,10,90,9
C0105992938,178.38227,0,0,0,70663,75,25,12,88,25
C0102642714,152.65549,0,0,1,51881,83,17,10,90,24
C0107712448,174.68999,0,0,1,50931,75,25,14,86,9
C0101676360,148.57581,0,1,0,67089,75,25,21,79,8
C0106402610,137.71964,0,1,0,24516,69,31,14,86,10
C0107697724,124.86991,0,1,0,45379,72,28,21,79,24
C0101275208,132.71409,1,1,1,69221,73,27,16,84,17
C0105417129,160.35475,1,0,1,34775,80,20,17,83,15
C0107373834,208.50062,0,1,1,86278,70,30,15,85,18
C0104799530,175.12146,0,1,0,93074,65,35,21,79,13
C0101767654,148.15115,1,1,0,70935,66,34,12,88,26
C0107686182,132.07442,0,1,1,74498,73,27,16,84,25
C0106522875,211.77102,1,1,0,39038,80,20,18,82,23
C0101371716,249.9135,1,1,1,87150,77,23,21,79,26
C0105900902,133.30318,1,1,0,34942,84,16,17,83,20
C0105755986,161.10349,1,0,1,54081,76,24,16,84,17
C0105240367,89.62597,0,1,0,40193,66,34,15,85,13
C0107031075,227.28311,0,1,1,49459,81,19,14,86,24
C0106681865,132.21303,0,0,0,45907,68,32,11,89,20
C0109892774,128.41181,0,0,0,37489,80,20,18,82,21
C0102039028,100.77289,0,0,1,60941,81,19,13,87,17
C0107964727,145.01086,0,0,1,78934,69,31,14,86,16
C0101880063,197.27586,0,1,0,58434,73,27,20,80,19
C0102306936,123.92766,0,0,0,47854,79,21,10,90,19
C0104312295,178.99251,0,0,1,45319,80,20,9,91,23
C0107941621,142.55955,1,1,1,95895,71,29,16,84,21
C0106113564,153.76519,1,0,0,75811,78,22,15,85,22
C0105149134,117.8236,0,0,0,78840,78,22,12,88,20
C0107244233,114.13422,0,0,0,53118,70,30,11,89,9
C0106622432,186.65006,1,1,1,83414,74,26,19,81,10
C0109360666,134.08406,1,1,0,87014,78,22,9,91,15
C0106053524,223.11184,1,1,0,65696,68,32,11,89,20
C0108993420,113.60899,1,0,1,37031,85,15,19,81,18
C0109698340,129.06674,1,1,1,81506,70,30,11,89,21
C0104581672,208.37432,0,0,0,38808,65,35,16,84,18
C0105154188,193.65739,1,1,0,64991,70,30,16,84,21
C0107334315,220.89037,0,1,1,32553,78,22,14,86,24
C0108112525,201.84379,0,1,0,80151,71,29,9,91,17
C0103687009,139.06864,1,1,1,42616,77,23,12,88,15
C0106930078,132.14486,1,1,1,77534,83,17,14,86,18
C0109717074,217.31344,0,1,1,92736,85,15,12,88,21
C0102476965,145.70135,0,0,0,99315,85,15,17,83,12
C0105793820,189.06722,1,0,1,53818,72,28,18,82,20
C0101719226,206.4313,0,0,0,43970,75,25,11,89,18
C0102542420,103.61653,0,1,0,83057,66,34,10,90,13
C0108728480,166.6685,0,1,0,48650,79,21,13,87,19
C0109772466,111.7427,0,1,0,26630,77,23,18,82,10
C0105319001,184.5834,1,0,1,34460,70,30,15,85,21
C0104283771,232.26214,0,0,1,80766,73,27,13,87,20
C0109972213,195.30938,0,1,0,52722,66,34,16,84,21
C0105775958,184.16355,0,1,0,72495,76,24,22,78,20
C0106690350,176.85706,0,0,1,78714,76,24,10,90,23
C0108360331,107.85905,1,0,0,25445,74,26,10,90,20
C0107608732,168.50714,1,1,0,59266,67,33,21,79,14
C0101352349,157.24036,1,1,1,89484,71,29,13,87,24
C0108463578,233.3371,0,1,1,73990,76,24,11,89,23
C0104542884,148.61508,1,1,1,31052,79,21,21,79,24
C0101170025,134.8953,1,1,0,71570,82,18,16,84,18
C0107875612,207.99958,0,0,1,62102,83,17,9,91,20
C0102032276,92.29548,0,1,1,78812,66,34,10,90,12
C0109088881,202.47031,1,0,0,58139,75,25,17,83,15
C0108417285,156.12891,0,0,0,49479,84,16,13,87,20
C0106453612,106.17384,1,0,0,80496,82,18,12,88,21
C0106833374,89.67606,0,1,1,67814,83,17,20,80,12
C0102032660,170.89429,1,0,0,54601,67,33,18,82,17
C0108838793,134.16777,1,1,1,76613,83,17,12,88,23
C0102384281,185.75631,1,1,1,43539,67,33,14,86,15
C0106853374,125.12309,1,0,0,98321,66,34,15,85,18
C0108624029,150.42739,0,0,0,53991,78,22,15,85,12
C0105467007,144.23565,1,1,1,30985,75,25,16,84,20
C0107878555,199.25973,1,1,0,91137,79,21,19,81,11
C0104444186,155.5094,1,0,1,40860,72,28,11,89,21
C0106911602,220.46476,0,0,1,82844,71,29,13,87,17
C0103531019,229.3455,0,0,1,27950,73,27,20,80,26
C0109212474,163.9884,1,1,1,65960,70,30,12,88,8
C0105663388,108.5082,1,1,0,52580,67,33,20,80,14
C0106494950,226.38762,0,1,0,47578,70,30,13,87,22
C0103935731,139.76761,0,0,1,69509,81,19,22,78,18
C0107924971,120.60194,1,1,1,45386,70,30,15,85,9
C0104884131,171.45805,1,0,1,83545,80,20,11,89,15
C0105094569,161.61692,0,1,0,59748,65,35,14,86,18
C0106058935,143.71865,1,1,1,99685,69,31,16,84,16
C0102339662,128.73941,1,0,0,55929,79,21,17,83,15
C0102236880,117.12884,0,1,1,82996,68,32,17,83,18
C0109646366,203.81953,1,1,1,78757,83,17,22,78,11
C0101260446,189.52811,1,0,1,54959,79,21,19,81,12
C0108290429,160.07098,1,0,0,31762,69,31,10,90,8
C0106183425,121.26826,0,0,1,67994,79,21,14,86,18
C0106945012,152.63348,1,1,0,55012,73,27,18,82,26
C0103274303,189.9639,0,0,0,75910,72,28,15,85,21
C0102557972,107.27454,1,0,1,32326,66,34,18,82,24
C0103246205,120.56159,1,1,0,81971,65,35,15,85,24
C0109118605,84.77935,1,1,1,44515,74,26,10,90,17
C0103773146,171.31722,0,0,1,98818,77,23,17,83,21
C0106815160,104.22292,0,0,0,59148,74,26,13,87,11
C0105350845,169.85852,0,1,0,39788,69,31,18,82,24
C0104795233,134.96452,1,0,0,42188,67,33,18,82,21
C0102799979,184.55664,1,1,0,51816,77,23,18,82,11
C0107842430,72.85849,0,1,1,30581,82,18,12,88,8
C0102848537,212.49853,1,1,0,99857,81,19,17,83,14
C0107603869,115.17189,0,0,1,29041,84,16,20,80,22
C0106032895,104.47975,1,0,1,58275,70,30,18,82,16
C0102462189,186.46569,1,0,0,59261,82,18,16,84,20
C0108949869,212.89228,1,1,1,56732,68,32,13,87,20
C0102928090,121.19757,1,1,0,95233,86,14,9,91,18
C0109180098,180.86739,0,1,1,74991,70,30,10,90,17
C0108574570,165.45314,1,1,1,72666,82,18,20,80,26
C0103403363,228.73793,0,1,1,86717,70,30,21,79,17
C0107061005,123.41184,0,1,0,24696,67,33,13,87,23
C0104473497,114.05693,1,0,0,71817,78,22,13,87,14
C0106186154,166.52692,0,0,0,26748,83,17,9,91,20
C0103899651,124.49739,1,0,0,85991,74,26,12,88,23
C0104159604,121.43914,0,1,1,30066,75,25,12,88,25
C0101356497,140.82526,1,1,0,37294,78,22,10,90,14
C0101162488,118.57175,0,0,0,78075,75,25,16,84,20
C0109582286,173.74337,0,0,1,69253,69,31,15,85,20
C0107478560,215.52876,0,0,1,57444,76,24,21,79,20
C0106785510,166.15242,1,1,0,63698,84,16,20,80,15
C0107248301,127.27891,1,0,0,70479,76,24,15,85,26
C0104377910,160.76984,1,0,1,94896,65,35,12,88,16
C0102086436,209.81039,0,0,1,63691,83,17,17,83,14
C0106904426,212.08545,1,1,0,64605,65,35,21,79,23
C0107822569,191.9227,0,1,0,43630,66,34,20,80,17
C0107086308,99.66579,1,0,0,51951,74,26,22,78,8
C0105013051,199.24607,1,0,1,41883,68,32,18,82,17
C0103754341,200.05622,0,0,1,66918,70,30,21,79,23
C0102093573,212.46682,1,0,1,77058,81,19,21,79,15
C0107755727,141.20734,0,0,0,25646,69,31,12,88,18
C0107574889,124.26672,1,1,1,70368,86,14,16,84,20
C0104682195,164.49422,0,1,1,31118,85,15,13,87,24
C0105542271,212.15719,1,0,0,90611,80,20,13,87,22
C0106430153,145.57374,1,1,0,93806,74,26,16,84,20
C0107929398,150.06264,0,0,0,60216,66,34,13,87,25
C0108426265,181.42365,1,1,0,75185,78,22,12,88,18
C0107788093,103.97852,0,1,1,48788,74,26,22,78,17
C0102173230,158.96721,0,0,1,28749,83,17,9,91,26
