"","test_group","tot_sls","female","married","children","NumChildren","Population_K","HouseHolds","HHAveSize","pop_0_25","pop_26_45","pop_46_65","pop_65_plus","HHIncomeMed","WhtCollarOcc","cust_age","em_y","cluster"
"3002",1,97.6,0,1,0,0,655,276,2.4,32,30,23,14,47355,32,70,0,3
"3005",1,94.89,1,0,0,0,956,411,2.3,32,30,22,14,62806,27,52,0,1
"3007",1,45.4,0,0,1,1,525,226,2.3,32,29,23,14,60000,38,60,0,4
"3010",1,79.53,0,0,1,2,607,267,2.3,32,29,22,15,70251,21,70,0,1
"3012",1,4.15,1,0,0,0,843,375,2.2,32,29,23,15,50978,22,61,0,4
"3013",1,80.41,0,0,0,0,624,278,2.2,31,30,23,14,83782,39,54,0,2
"3014",1,62.29,0,1,1,1,812,335,2.4,32,29,23,15,32246,32,51,0,3
"3018",1,26.38,1,1,1,3,393,170,2.3,32,29,23,15,87748,34,71,0,2
"3019",1,11.88,0,0,1,6,799,341,2.3,31,30,23,14,67933,25,51,0,1
"3020",1,7.81,0,0,1,7,825,361,2.3,32,30,22,14,74072,50,55,0,1
"3023",1,34.84,1,0,0,0,708,305,2.3,32,29,23,14,47427,31,51,0,3
"3025",1,55.1,0,0,1,2,603,272,2.2,31,29,23,15,62559,34,56,0,1
"3027",1,66.46,1,0,0,0,507,222,2.3,32,29,23,14,71753,46,47,0,1
"3029",1,39.77,0,1,0,2,715,298,2.4,32,29,23,15,33715,40,40,0,3
"3031",1,10.28,1,0,0,0,471,204,2.3,32,30,22,15,34984,35,50,0,3
"3032",1,140.26,1,1,1,4,715,304,2.4,32,29,23,15,84913,23,61,0,2
"3034",1,58.73,0,1,0,0,705,300,2.4,32,30,23,14,87109,31,88,0,2
"3035",1,47.51,1,0,1,1,897,375,2.4,32,29,23,15,71544,37,57,0,1
"3039",1,20.87,1,1,1,1,603,254,2.4,32,30,22,15,81372,39,41,0,2
"3043",1,10.49,1,0,0,0,723,319,2.3,31,30,23,14,75150,28,57,0,2
"3044",1,94.47,0,0,1,2,696,300,2.3,32,30,23,14,69614,42,59,0,1
"3047",1,37.71,0,0,1,1,336,144,2.3,31,30,23,15,65149,38,42,0,1
"3050",1,20.3,1,0,0,0,721,334,2.2,32,29,23,14,35400,21,31,0,3
"3052",1,54.74,0,0,1,1,884,370,2.4,32,29,23,15,56198,25,54,0,4
"3055",1,4.77,1,0,0,0,439,184,2.4,32,29,22,15,61824,23,47,0,1
"3057",1,71,0,0,1,2,850,377,2.3,32,30,22,14,73241,34,59,0,1
"3060",1,89.3,0,0,0,0,804,349,2.3,31,30,23,14,55623,36,56,0,4
"3065",1,60.34,1,0,1,3,757,332,2.3,31,30,22,15,56682,35,45,0,4
"3069",1,49.54,1,0,1,1,629,272,2.3,31,30,22,15,68018,27,51,0,1
"3071",1,12.8,0,0,0,0,804,349,2.3,31,30,23,14,55623,36,56,0,4
"3072",1,30.12,1,0,0,0,706,304,2.3,31,30,23,15,67960,24,45,0,1
"3074",1,60.19,1,0,1,1,697,292,2.4,31,29,23,15,43775,43,38,0,3
"3076",1,49.58,0,0,0,0,870,372,2.3,32,29,22,15,54921,31,49,0,4
"3078",1,180.43,0,0,0,0,643,281,2.3,31,30,23,14,46611,36,49,0,3
"3080",1,19.19,0,0,1,3,597,246,2.4,32,29,22,14,39875,38,62,0,3
"3082",1,61.89,0,0,1,4,496,208,2.4,32,30,22,15,85483,46,48,0,2
"3083",1,34.14,1,1,1,2,730,302,2.4,32,30,23,14,72153,60,53,0,1
"3084",1,24.62,0,1,1,1,676,294,2.3,31,30,23,15,65148,25,50,0,1
"3085",1,75.75,0,0,0,0,564,243,2.3,31,30,22,15,65947,40,65,0,1
"3086",1,94.06,0,0,0,0,725,291,2.5,32,29,23,15,70722,63,49,0,1
"3087",1,67.53,1,1,0,0,604,244,2.5,31,30,22,15,62774,30,49,0,1
"3088",1,81.59,0,0,1,1,559,235,2.4,32,29,23,14,38163,26,58,0,3
"3090",1,66.49,0,0,0,0,749,326,2.3,31,29,23,15,58565,30,52,0,4
"3091",1,23.93,1,0,0,0,1013,434,2.3,32,29,22,14,74140,24,51,0,1
"3092",1,35.62,0,1,1,6,805,346,2.3,32,29,22,14,85525,35,85,0,2
"3094",1,53.68,0,1,1,4,919,399,2.3,32,30,23,15,46635,30,63,0,3
"3095",1,76.96,0,0,0,0,563,245,2.3,31,29,23,15,84157,27,78,0,2
"3101",1,48.68,0,1,1,3,627,268,2.3,31,30,22,15,50958,23,46,0,4
"3102",1,76.05,1,0,1,1,539,225,2.4,32,29,23,15,66979,29,66,0,1
"3103",1,56.38,1,0,0,0,425,184,2.3,32,30,22,15,46622,36,60,0,3
"3104",1,14.86,1,0,0,0,706,304,2.3,31,30,23,15,67960,24,50,0,1
"3106",1,69.73,1,0,0,0,398,171,2.3,31,30,23,14,56157,47,67,0,4
"3108",1,57.8,0,0,0,0,942,382,2.5,32,29,23,14,65888,24,54,0,1
"3109",1,74.88,0,0,1,1,725,316,2.3,32,29,22,15,46111,38,50,0,3
"3110",1,27.04,1,1,0,3,556,231,2.4,32,30,22,15,39860,31,42,0,3
"3112",1,8.38,0,0,1,2,873,376,2.3,32,29,22,15,74108,34,57,0,1
"3113",1,24.75,0,1,1,2,560,244,2.3,32,30,22,15,35340,51,62,0,3
"3115",1,94.74,1,0,1,2,784,328,2.4,31,30,23,15,67574,28,51,0,1
"3121",1,85.88,1,0,1,1,434,189,2.3,32,29,23,15,78142,35,43,0,2
"3125",1,77.65,0,0,0,0,455,199,2.3,32,30,22,14,83728,26,52,0,2
"3126",1,87.17,1,0,1,1,532,244,2.2,32,29,23,15,46838,32,58,0,3
"3127",1,98.28,0,0,0,0,532,229,2.3,31,30,22,15,56952,46,46,0,4
"3129",1,8.33,1,0,1,3,661,286,2.3,32,30,23,14,46634,41,53,0,3
"3130",1,85.36,1,1,1,1,697,297,2.3,32,30,22,15,70278,28,61,0,1
"3131",1,58.26,0,0,0,1,458,206,2.2,32,30,23,15,55314,41,47,0,4
"3132",1,18.97,0,0,1,4,697,301,2.3,31,30,22,15,62795,29,63,0,1
"3133",1,183.92,1,1,0,0,537,224,2.4,32,29,23,15,45463,36,57,0,3
"3134",1,51.33,1,1,1,1,704,297,2.4,31,30,23,14,44140,32,40,0,3
"3137",1,16.38,1,0,0,0,584,258,2.3,32,30,22,15,84215,42,51,0,2
"3138",1,19.54,1,0,1,2,727,320,2.3,32,29,23,14,62405,34,55,0,1
"3142",1,80.54,0,1,1,7,529,228,2.3,32,30,22,15,77089,33,58,0,2
"3145",1,33.46,1,0,1,2,516,224,2.3,32,29,23,14,78783,28,56,0,2
"3146",1,96.62,1,0,0,0,592,261,2.3,32,29,22,15,55313,45,57,0,4
"3150",1,52.69,1,0,0,0,715,304,2.4,32,29,23,15,84913,23,64,0,2
"3151",1,51.96,0,0,0,0,637,277,2.3,32,29,23,14,54866,34,47,0,4
"3153",1,6.76,0,0,0,0,438,189,2.3,31,29,23,15,57295,35,58,0,4
"3157",1,27.14,1,1,1,1,329,137,2.4,32,29,23,15,57669,26,45,0,4
"3159",1,118.64,1,0,0,0,747,314,2.4,31,30,23,14,71781,44,47,0,1
"3160",1,37.96,0,0,1,3,611,253,2.4,32,30,23,14,46570,27,41,0,3
"3163",1,4.22,1,0,1,1,764,333,2.3,32,29,22,15,66296,32,53,0,1
"3164",1,95.22,1,1,1,2,871,349,2.5,32,30,22,15,73201,40,43,0,1
"3166",1,99.55,0,0,0,0,971,395,2.5,32,30,22,15,71807,31,71,0,1
"3168",1,66.04,1,0,1,1,624,278,2.2,31,30,23,14,83782,39,55,0,2
"3169",1,4.33,1,1,1,4,450,203,2.2,31,30,23,15,36699,47,45,0,3
"3174",1,80.92,0,0,0,0,805,346,2.3,32,29,22,14,85525,35,63,0,2
"3176",1,65.44,1,0,0,0,444,185,2.4,32,29,23,15,48956,22,62,0,4
"3178",1,63.72,0,1,1,4,919,399,2.3,32,30,23,15,46635,30,63,0,3
"3179",1,76.78,1,0,0,0,712,297,2.4,32,29,23,15,42022,32,60,0,3
"3181",1,75.77,1,0,0,0,717,296,2.4,32,29,23,14,60544,22,68,0,4
"3182",1,43.72,1,0,0,0,510,224,2.3,31,30,22,15,42464,45,55,0,3
"3183",1,22.81,0,0,0,0,954,404,2.4,32,29,22,15,66417,34,59,0,1
"3184",1,197.23,1,0,0,0,624,278,2.2,31,30,23,14,83782,39,74,0,2
"3186",1,28.51,1,0,0,0,987,416,2.4,32,29,23,15,53258,31,62,0,4
"3190",1,42.47,0,1,1,1,530,214,2.5,31,29,23,15,57335,31,40,0,4
"3191",1,18.43,1,0,1,1,666,278,2.4,32,30,22,15,56193,24,59,0,4
"3195",1,137.22,1,0,0,0,594,246,2.4,32,29,22,15,55961,39,68,0,4
"3196",1,85.72,0,0,0,0,702,309,2.3,32,29,23,14,57266,56,50,0,4
"3197",1,52.95,0,0,1,1,504,210,2.4,31,30,23,15,54554,40,60,0,4
"3198",1,67.33,1,0,1,3,643,274,2.3,31,30,23,15,34990,20,37,0,3
"3200",1,178.36,1,1,1,1,603,254,2.4,32,30,22,15,81372,39,41,0,2
"3201",1,66.08,1,0,1,1,614,254,2.4,32,30,22,15,55261,42,40,0,4
"3203",1,153.56,0,0,1,3,633,274,2.3,31,29,23,15,38131,31,45,0,3
"3204",1,91.96,1,1,1,2,338,143,2.4,32,30,22,15,77713,38,58,0,2
"3205",1,95.59,1,0,0,0,219,99,2.2,31,30,23,14,78654,22,56,0,2
"3206",1,62.73,1,1,1,1,746,314,2.4,32,30,22,14,56096,36,49,0,4
"3210",1,71.78,0,0,1,1,643,271,2.4,32,29,22,14,48071,25,52,0,4
"3213",1,32.12,0,1,1,2,844,368,2.3,32,30,22,15,41955,45,65,0,3
"3215",1,12.79,0,1,1,2,257,107,2.4,31,30,23,14,47851,28,47,0,4
"3220",1,63.29,0,0,1,4,446,199,2.2,32,29,23,14,75059,48,67,0,2
"3222",1,96.37,1,0,0,0,836,348,2.4,32,30,22,15,43204,41,58,0,3
"3223",1,57.89,1,0,0,0,633,271,2.3,32,30,23,14,50674,39,53,0,4
"3224",1,152.62,0,1,1,1,755,311,2.4,31,30,23,14,69223,49,63,0,1
"3225",1,71.29,1,0,1,3,642,282,2.3,32,29,23,15,46641,32,66,0,3
"3226",1,33.14,1,1,0,0,453,193,2.3,31,29,23,15,31042,46,51,0,3
"3227",1,62.43,0,0,0,0,456,198,2.3,32,30,23,14,68014,35,65,0,1
"3228",1,20.32,0,0,0,0,394,169,2.3,32,30,23,14,67061,37,53,0,1
"3230",1,78.9,1,1,1,1,846,349,2.4,32,29,23,15,67585,23,53,0,1
"3231",1,74.97,0,1,1,1,740,317,2.3,31,30,23,14,57710,29,57,0,4
"3234",1,0.58,0,0,0,0,293,122,2.4,32,30,23,14,44513,36,55,0,3
"3236",1,70.15,0,1,0,0,751,315,2.4,32,30,23,14,53951,37,53,0,4
"3237",1,98.05,1,0,1,1,748,321,2.3,31,30,23,15,63404,22,78,0,1
"3243",1,83.43,0,0,1,2,984,410,2.4,32,30,22,15,67638,37,65,0,1
"3245",1,83.48,1,0,0,0,766,320,2.4,31,29,23,15,31175,31,54,0,3
"3246",1,78.57,1,0,1,1,522,214,2.4,32,30,22,14,41345,29,59,0,3
"3248",1,23.21,0,0,0,0,770,334,2.3,32,29,22,15,45716,28,47,0,3
"3249",1,19.6,1,0,0,0,650,283,2.3,32,30,22,15,73075,23,55,0,1
"3254",1,23.21,1,0,0,0,793,330,2.4,31,30,22,15,62865,34,56,0,1
"3257",1,3.33,0,0,1,1,638,281,2.3,31,30,23,14,55914,35,57,0,4
"3259",1,24.51,1,0,1,4,518,211,2.5,31,30,23,14,48036,42,66,0,4
"3260",1,55.19,0,0,0,0,633,269,2.4,32,30,23,14,31002,32,70,0,3
"3261",1,155.61,0,0,1,2,539,233,2.3,32,29,22,15,83719,42,59,0,2
"3263",1,77.67,0,1,1,1,421,173,2.4,32,29,23,15,57291,48,44,0,4
"3276",1,56.36,1,0,0,0,406,173,2.3,31,30,23,15,41327,33,64,0,3
"3279",1,67.31,0,0,1,3,810,341,2.4,32,30,22,15,69624,47,65,0,1
"3282",1,88.66,0,1,1,1,599,257,2.3,31,29,23,15,46934,29,53,0,3
"3284",1,119.98,1,0,1,1,687,302,2.3,31,30,23,15,52448,35,65,0,4
"3285",1,70.98,0,1,1,5,729,303,2.4,32,29,23,14,40720,33,68,0,3
"3286",1,15.54,1,1,1,1,624,278,2.2,31,30,23,14,83782,39,60,0,2
"3287",1,13.57,0,1,0,0,691,290,2.4,32,30,23,14,55518,36,48,0,4
"3288",1,27.76,1,1,1,3,517,232,2.2,32,29,23,15,61909,24,59,0,1
"3290",1,68.25,1,0,1,1,534,223,2.4,31,30,22,15,57733,42,75,0,4
"3291",1,59.8,1,0,1,1,501,205,2.4,31,29,23,15,65108,14,36,0,1
"3293",1,52.19,0,0,1,3,697,297,2.3,32,29,23,14,70294,36,58,0,1
"3295",1,18.34,0,1,1,4,741,301,2.5,32,29,23,15,45050,35,44,0,3
"3296",1,76.98,1,0,0,0,785,344,2.3,31,30,23,15,52476,41,50,0,4
"3297",1,190.81,0,1,1,2,287,117,2.5,32,30,22,14,47956,30,56,0,4
"3298",1,3.06,1,1,0,0,307,127,2.4,32,30,22,15,35134,44,54,0,3
"3299",1,0.37,0,1,1,1,906,383,2.4,31,30,23,15,69304,28,67,0,1
"3301",1,38.72,1,0,1,2,689,297,2.3,32,30,23,14,66400,31,50,0,1
"3303",1,17.15,1,0,0,0,607,254,2.4,31,30,22,14,63205,32,58,0,1
"3304",1,99.78,0,0,0,1,549,225,2.4,32,30,23,14,58432,55,46,0,4
"3306",1,37.11,0,0,0,0,582,246,2.4,32,29,23,15,75079,26,49,0,2
"3308",1,5.8,1,1,0,0,517,229,2.3,31,30,22,15,40934,38,78,0,3
"3311",1,93.18,0,0,1,1,902,383,2.4,31,30,23,15,34752,35,54,0,3
"3315",1,31.04,0,0,1,1,519,222,2.3,32,29,23,15,70028,30,53,0,1
"3316",1,60.17,0,1,1,1,492,196,2.5,32,30,23,14,78751,24,47,0,2
"3319",1,70.78,0,0,1,2,668,278,2.4,32,30,22,14,80800,25,62,0,2
"3321",1,47.84,0,1,1,1,759,326,2.3,32,29,23,14,58654,48,50,0,4
"3322",1,56.86,0,1,0,0,807,326,2.5,32,29,23,15,78059,30,60,0,2
"3324",1,12.55,1,1,1,3,931,401,2.3,31,30,23,14,82108,28,55,0,2
"3325",1,43.49,1,0,1,1,566,241,2.3,31,30,23,15,57699,35,51,0,4
"3326",1,24.55,1,1,0,0,487,208,2.3,32,29,23,15,69990,35,47,0,1
"3327",1,9.34,0,0,0,0,624,278,2.2,31,30,23,14,83782,39,45,0,2
"3328",1,29.46,1,0,1,1,764,333,2.3,32,29,22,15,66296,32,53,0,1
"3329",1,20.62,1,0,1,3,779,327,2.4,32,29,23,14,58705,33,49,0,4
"3331",1,90.95,1,1,1,1,666,276,2.4,31,30,23,15,65133,30,86,0,1
"3332",1,46.78,0,0,0,0,520,210,2.5,32,29,23,15,84425,22,56,0,2
"3334",1,0.42,1,0,0,0,448,201,2.2,32,29,22,15,41561,35,66,0,3
"3337",1,12.96,1,0,0,0,706,304,2.3,31,30,23,15,67960,24,45,0,1
"3339",1,54.92,1,0,1,2,646,278,2.3,31,30,23,15,50620,25,49,0,4
"3340",1,13.41,0,0,0,0,967,414,2.3,31,29,23,14,63390,22,67,0,1
"3341",1,3.56,1,0,1,3,931,401,2.3,31,30,23,14,82108,28,56,0,2
"3348",1,27.46,1,0,0,0,548,244,2.2,32,30,22,14,71803,30,50,0,1
"3349",1,82.68,0,1,1,3,608,260,2.3,32,29,23,15,40758,36,54,0,3
"3350",1,99.84,1,1,1,4,544,237,2.3,32,30,22,15,63414,27,83,0,1
"3353",1,85.18,1,1,0,1,567,260,2.2,32,30,22,14,67667,28,47,0,1
"3354",1,76.25,0,0,1,4,577,250,2.3,31,30,22,15,65320,47,49,0,1
"3360",1,38.5,1,1,1,2,641,273,2.3,31,30,23,15,46476,31,59,0,3
"3361",1,47.15,1,1,1,1,805,346,2.3,32,29,22,14,85525,35,69,0,2
"3362",1,81.17,0,0,1,1,797,355,2.2,31,30,23,15,82408,23,54,0,2
"3366",1,47.18,1,0,1,1,663,284,2.3,32,29,23,15,58672,30,54,0,4
"3367",1,177.95,1,0,0,0,708,304,2.3,31,29,23,15,61319,30,57,0,1
"3368",1,59.26,0,0,0,0,600,260,2.3,32,30,22,15,40980,52,46,0,3
"3370",1,53.81,1,1,0,0,715,304,2.4,31,29,23,15,56248,35,54,0,4
"3371",1,0.95,1,1,1,1,393,170,2.3,32,29,23,15,87748,34,62,0,2
"3373",1,88.54,1,1,1,1,462,199,2.3,32,29,22,15,36538,32,65,0,3
"3375",1,83.53,0,0,0,0,531,231,2.3,32,29,23,15,55314,38,51,0,4
"3376",1,197.77,0,1,1,1,705,300,2.4,32,30,23,14,87109,31,48,0,2
"3377",1,30.99,0,0,0,0,472,206,2.3,31,30,23,15,42633,23,51,0,3
"3379",1,58.09,1,0,0,0,808,326,2.5,31,30,23,15,59416,14,63,0,4
"3381",1,60.14,0,0,1,1,779,340,2.3,32,29,22,15,71052,34,56,0,1
"3382",1,36.71,1,1,1,1,536,235,2.3,31,30,23,15,63151,23,81,0,1
"3383",1,80.53,0,0,0,0,560,244,2.3,31,30,22,15,77052,32,53,0,2
"3386",1,84.91,0,1,1,1,514,205,2.5,31,30,23,15,39829,41,45,0,3
"3387",1,94.78,0,0,0,0,455,199,2.3,32,30,22,14,83728,26,55,0,2
"3388",1,39.22,1,0,0,0,976,393,2.5,31,29,23,15,71843,34,50,0,1
"3392",1,13.06,0,0,0,0,813,336,2.4,32,30,22,15,45535,37,53,0,3
"3394",1,13.89,1,0,1,2,880,400,2.2,31,29,23,15,62725,26,59,0,1
"3395",1,62.26,1,0,1,1,569,242,2.4,32,29,22,15,77741,41,29,0,2
"3396",1,84.52,1,1,1,1,756,335,2.3,32,30,22,15,57077,34,57,0,4
"3398",1,42.54,1,1,1,2,505,215,2.3,32,29,23,15,46638,25,58,0,3
"3402",1,39.72,1,0,0,0,708,307,2.3,32,29,23,15,70023,30,52,0,1
"3403",1,62.35,1,0,0,0,519,211,2.5,31,30,22,14,69186,23,59,0,1
"3404",1,82.19,1,0,1,2,705,300,2.4,32,30,23,14,87109,31,55,0,2
"3405",1,18.66,0,1,1,1,482,197,2.4,32,30,22,15,84372,43,46,0,2
"3408",1,82.56,0,1,1,1,435,198,2.2,32,30,23,14,46603,39,47,0,3
"3413",1,19.63,1,0,0,0,747,314,2.4,31,30,23,14,71781,44,47,0,1
"3416",1,27.57,0,1,1,2,311,128,2.4,31,30,23,15,61741,40,56,0,1
"3417",1,81.36,1,0,0,0,884,369,2.4,31,29,23,15,39919,31,82,0,3
"3421",1,83.9,1,1,0,0,704,302,2.3,32,29,23,15,35449,34,48,0,3
"3425",1,98.35,0,1,1,6,883,360,2.5,32,29,22,15,77190,35,44,0,2
"3427",1,15.17,0,0,0,0,450,196,2.3,32,29,23,14,34342,35,55,0,3
"3429",1,11.47,1,0,1,4,530,230,2.3,31,30,22,14,54389,45,49,0,4
"3430",1,10.58,0,0,0,0,676,291,2.3,31,30,22,15,77688,39,81,0,2
"3431",1,11.61,1,1,1,2,382,165,2.3,31,29,23,15,40348,33,55,0,3
"3433",1,72.9,1,0,1,1,635,273,2.3,32,30,23,14,52297,24,54,0,4
"3434",1,138.66,1,0,0,0,619,271,2.3,32,30,22,15,54937,46,80,0,4
"3435",1,65.02,1,0,1,1,482,197,2.4,32,30,22,15,84372,43,56,0,2
"3436",1,33.66,0,1,1,7,350,142,2.5,31,30,23,15,48038,33,58,0,4
"3438",1,86.23,1,0,0,0,726,305,2.4,32,29,23,15,74146,51,46,0,1
"3439",1,90.07,0,0,0,0,642,269,2.4,32,29,23,15,52401,43,46,0,4
"3440",1,39.78,1,0,0,0,393,170,2.3,32,29,23,15,87748,34,54,0,2
"3445",1,42.78,1,0,1,2,706,311,2.3,32,29,23,14,55961,37,52,0,4
"3448",1,94.51,0,0,1,1,815,355,2.3,32,30,23,14,60451,34,57,0,4
"3451",1,107.98,0,0,0,0,731,326,2.2,31,30,22,15,44822,21,48,0,3
"3452",1,87.75,1,0,0,0,450,195,2.3,32,29,23,15,69183,36,54,0,1
"3456",1,155.49,1,0,1,1,810,331,2.4,32,30,22,15,60290,39,46,0,4
"3457",1,134.75,1,0,1,1,645,284,2.3,32,30,22,14,85503,25,46,0,2
"3458",1,23.47,1,1,0,0,249,106,2.3,32,30,23,14,78691,26,51,0,2
"3459",1,110.71,0,0,0,0,565,241,2.3,31,30,22,14,74991,43,60,0,2
"3460",1,113.05,0,0,0,0,451,188,2.4,31,30,22,15,65141,34,50,0,1
"3461",1,63.36,0,0,0,0,759,313,2.4,31,29,23,15,61767,40,54,0,1
"3462",1,61.12,1,0,1,1,816,344,2.4,31,30,22,15,66983,35,50,0,1
"3463",1,68.88,1,0,0,0,539,233,2.3,32,29,22,15,83719,42,52,0,2
"3464",1,61.78,1,1,1,3,517,232,2.2,32,29,23,15,61909,24,59,0,1
"3465",1,46.32,1,0,1,1,586,239,2.5,32,30,23,15,47258,29,54,0,3
"3468",1,81.49,0,0,1,3,619,275,2.3,32,30,22,14,59062,37,36,0,4
"3471",1,3.22,0,0,1,4,740,315,2.3,31,30,23,15,62364,23,72,0,1
"3472",1,60.59,0,0,0,0,539,233,2.3,32,29,22,15,83719,42,49,0,2
"3474",1,12.32,0,0,0,0,603,252,2.4,32,30,22,15,48030,33,57,0,4
"3479",1,72.16,0,0,0,0,727,316,2.3,32,30,23,14,40322,38,59,0,3
"3480",1,17.1,0,0,1,7,618,265,2.3,31,29,23,15,41487,35,64,0,3
"3481",1,53.35,1,0,1,1,519,226,2.3,31,29,23,15,54769,38,45,0,4
"3482",1,1.67,0,0,0,0,919,368,2.5,32,29,23,14,61737,33,50,0,1
"3483",1,46.81,1,1,1,1,737,292,2.5,31,30,23,15,71005,37,67,0,1
"3484",1,69.33,1,1,1,3,489,219,2.2,32,30,23,14,70303,39,58,0,1
"3485",1,88.37,1,1,1,2,533,226,2.4,32,29,23,15,83541,30,51,0,2
"3487",1,66.79,1,0,0,0,724,324,2.2,31,29,23,15,48146,46,48,0,4
"3488",1,101.11,0,1,1,2,483,205,2.4,32,30,22,14,56476,25,65,0,4
"3490",1,40.93,0,0,0,0,455,199,2.3,32,30,22,14,83728,26,60,0,2
"3492",1,54.44,0,0,1,3,844,376,2.2,32,30,22,15,55754,30,52,0,4
"3497",1,34.06,1,0,0,0,539,233,2.3,31,30,23,14,77656,17,57,0,2
"3498",1,4.73,0,0,1,2,516,219,2.4,32,29,22,15,40392,40,65,0,3
"3500",1,35.54,0,0,1,3,795,311,2.6,32,29,23,15,77469,33,67,0,2
"3503",1,47.39,1,1,1,1,493,205,2.4,31,30,23,15,50928,29,49,0,4
"3505",1,77.88,0,1,1,1,750,339,2.2,32,29,23,15,62604,47,38,0,1
"3509",1,24.77,1,1,0,0,604,244,2.5,31,30,22,15,62774,30,49,0,1
"3510",1,22.34,1,0,1,1,898,383,2.3,31,30,23,15,52731,60,43,0,4
"3512",1,26.62,0,1,0,0,653,274,2.4,31,30,23,14,58746,30,58,0,4
"3513",1,63.37,1,0,0,0,956,411,2.3,32,30,22,14,62806,27,52,0,1
"3514",1,34.21,0,0,1,2,871,378,2.3,32,29,23,14,41036,37,95,0,3
"3515",1,83.93,1,1,1,1,948,416,2.3,32,29,22,15,74993,20,59,0,2
"3516",1,20.37,0,1,1,1,666,285,2.3,32,30,22,15,61056,37,71,0,4
"3517",1,61.45,1,0,0,0,539,233,2.3,32,29,22,15,83719,42,75,0,2
"3518",1,91.58,1,0,0,0,541,237,2.3,32,30,23,14,78798,35,55,0,2
"3519",1,150.21,1,0,0,0,778,337,2.3,31,30,23,15,55283,31,55,0,4
"3521",1,40.66,1,0,1,1,439,180,2.4,31,30,22,14,50935,44,53,0,4
"3523",1,67.75,1,1,0,0,641,273,2.3,32,30,23,14,82063,42,52,0,2
"3524",1,77.48,1,1,1,7,488,208,2.3,32,30,22,15,37108,43,53,0,3
"3525",1,55,1,0,1,2,673,288,2.3,31,29,23,15,77542,39,45,0,2
"3526",1,94.64,0,0,1,1,598,242,2.5,31,30,23,15,75019,34,53,0,2
"3528",1,69.21,0,0,1,3,746,318,2.3,31,30,23,15,40658,37,42,0,3
"3529",1,77.55,0,1,1,1,632,279,2.3,31,30,23,15,53807,46,54,0,4
"3532",1,3.57,1,1,1,2,744,302,2.5,32,30,23,14,59120,45,52,0,4
"3533",1,185.38,0,1,0,0,657,274,2.4,31,30,23,14,26969,36,62,0,3
"3534",1,54.8,1,0,0,0,870,395,2.2,31,29,23,14,36610,27,69,0,3
"3535",1,83.96,0,0,0,0,760,322,2.4,31,30,22,14,54439,41,94,0,4
"3537",1,117.09,0,0,1,2,942,389,2.4,32,30,23,15,63881,19,65,0,1
"3538",1,3.07,0,0,1,1,792,336,2.4,31,30,22,15,75003,23,96,0,2
"3539",1,129.53,1,1,1,2,551,226,2.4,32,30,22,15,69205,39,73,0,1
"3540",1,38.51,1,0,1,2,517,220,2.4,32,30,23,14,81488,23,75,0,2
"3541",1,26.94,0,0,1,2,705,301,2.3,31,30,23,15,55765,36,51,0,4
"3543",1,43.68,1,1,1,2,777,322,2.4,31,30,23,15,59110,26,46,0,4
"3548",1,36.5,0,0,1,4,688,290,2.4,32,29,23,14,62062,18,74,0,1
"3552",1,70.58,0,0,1,1,566,243,2.3,31,30,23,14,38919,55,51,0,3
"3554",1,90.77,0,0,0,0,430,187,2.3,32,30,23,14,76198,25,52,0,2
"3556",1,23.4,0,0,0,0,585,249,2.3,32,29,23,15,60307,34,74,0,4
"3557",1,14.37,0,0,0,0,618,271,2.3,32,30,22,14,79371,37,55,0,2
"3560",1,30.26,1,0,1,3,576,248,2.3,32,29,23,14,70854,22,67,0,1
"3561",1,130.1,1,0,0,1,567,240,2.4,31,30,23,15,38892,41,45,0,3
"3564",1,38.2,0,0,0,3,638,273,2.3,32,30,23,14,33956,31,37,0,3
"3565",1,83.12,0,0,1,3,489,215,2.3,32,29,23,14,58368,31,76,0,4
"3566",1,73.23,0,0,1,2,471,201,2.3,32,30,22,15,41482,25,53,0,3
"3568",1,63.84,0,1,1,1,435,198,2.2,32,30,23,14,46603,39,47,0,3
"3569",1,12.47,1,0,0,0,871,384,2.3,31,29,23,14,67966,22,53,0,1
"3571",1,63.22,1,0,0,0,785,344,2.3,31,30,23,15,52476,41,50,0,4
"3574",1,4.13,0,0,0,0,584,258,2.3,32,30,22,15,84215,42,69,0,2
"3575",1,53.76,1,0,0,0,624,278,2.2,31,30,23,14,83782,39,74,0,2
"3576",1,96.9,1,0,1,1,931,401,2.3,31,30,23,14,82108,28,67,0,2
"3577",1,7.04,1,1,0,1,567,260,2.2,32,30,22,14,67667,28,47,0,1
"3579",1,58.03,1,0,1,1,554,245,2.3,32,29,23,15,67926,34,51,0,1
"3580",1,54.58,1,1,1,3,646,286,2.3,31,30,22,15,63420,32,50,0,1
"3581",1,25.4,0,1,1,4,674,293,2.3,32,29,22,15,53958,57,61,0,4
"3587",1,52.26,0,0,0,0,761,324,2.3,32,30,22,14,71079,22,63,0,1
"3589",1,75.46,0,0,1,3,746,318,2.3,31,30,23,15,40658,37,42,0,3
"3590",1,95.72,1,0,0,0,674,282,2.4,31,30,23,15,71342,30,57,0,1
"3593",1,84.28,1,0,1,2,274,111,2.5,31,30,23,14,51372,52,63,0,4
"3597",1,63.41,0,0,1,1,285,115,2.5,31,30,23,15,71782,33,42,0,1
