customer_id,channel,female,married,children,NumChildren,Population_K,HouseHolds, HHAveSize ,pop_0_25,pop_26_45,pop_46_65,pop_65_plus,HHIncomeMed,WhtCollarOcc,BluCollarOcc,cust_age
C0104880872,organic_search,0,1,1,0,221,316, 2.0 ,31,30,22,17,76061,59,41,63
C0105660206,display_ad,0,0,1,3,527,147, 2.4 ,32,30,23,15,80818,28,72,85
C0103158809,organic_search,1,1,0,1,851,290, 2.4 ,31,30,22,17,69520,30,70,71
C0103722241,em,1,0,1,5,1015,437, 2.4 ,31,29,23,17,59436,35,65,43
C0105403569,display_ad,0,0,1,4,893,423, 2.1 ,32,29,23,16,85842,22,78,84
C0103800954,organic_search,0,1,1,5,991,341, 2.4 ,31,30,22,17,42716,54,46,26
C0104538485,organic_search,1,0,1,1,1052,394, 2.3 ,31,30,22,17,66432,42,58,69
C0103797003,organic_search,0,1,1,1,1072,276, 2.3 ,31,30,22,17,21701,49,51,82
C0105444170,organic_search,0,0,0,1,843,476, 2.4 ,31,29,23,17,81399,42,58,43
C0105113861,organic_search,1,1,1,2,930,249, 2.4 ,31,30,23,16,34460,45,55,73
C0106606876,organic_search,1,1,0,3,333,86, 2.5 ,31,29,22,18,70881,36,64,26
C0108068330,organic_search,0,1,1,0,715,159, 2.6 ,32,30,22,16,79643,42,58,20
C0105850483,organic_search,1,0,0,2,450,402, 2.2 ,32,30,23,15,87033,48,52,33
C0107407231,em,1,1,1,2,679,219, 2.5 ,31,29,23,17,67841,43,57,67
C0102502938,direct,1,0,0,0,630,300, 2.1 ,31,30,23,16,30401,51,49,31
C0104216668,direct,1,1,1,2,459,444, 2.2 ,32,30,22,16,85845,28,72,80
C0105889055,em,1,0,0,2,705,230, 2.5 ,31,29,23,17,42458,65,35,22
C0105518242,direct,1,1,1,4,204,132, 2.3 ,32,30,22,16,42963,32,68,28
C0106079994,dm,1,1,0,5,778,113, 2.3 ,32,29,23,16,86896,25,75,73
C0102240374,display_ad,0,1,1,0,540,454, 2.3 ,32,29,23,16,31668,24,76,25
C0103030577,direct,1,0,0,1,474,104, 2.5 ,32,30,22,16,43963,64,36,40
C0105252713,dm,1,1,1,4,321,450, 2.4 ,32,30,23,15,31496,28,72,67
C0107054531,display_ad,0,0,0,5,312,239, 2.4 ,31,30,22,17,87107,49,51,41
C0103685318,organic_search,1,0,0,0,560,267, 2.4 ,31,29,23,17,80968,60,40,42
C0107490414,organic_search,1,0,0,5,798,228, 2.3 ,32,29,23,16,30623,39,61,55
C0107701203,direct,1,0,0,2,312,408, 2.6 ,31,29,22,18,70667,63,37,48
C0105484623,organic_search,0,0,1,0,313,295, 2.1 ,31,29,22,18,55306,21,79,63
C0105284541,display_ad,1,1,0,1,341,198, 2.6 ,32,29,22,17,50308,23,77,61
C0105347188,organic_search,1,1,0,2,860,311, 2.0 ,31,29,23,17,24814,35,65,87
C0108465922,direct,0,0,1,5,822,293, 2.3 ,31,30,22,17,76956,59,41,50
C0106529357,direct,0,0,0,1,446,413, 2.3 ,31,30,23,16,50719,46,54,91
C0104071363,direct,0,0,0,5,765,280, 2.2 ,31,29,23,17,38316,26,74,71
C0108019112,em,1,0,0,4,1091,286, 2.0 ,32,29,22,17,32927,56,44,87
C0105288126,dm,1,1,1,0,477,115, 2.1 ,32,29,23,16,44219,68,32,59
C0107358895,direct,1,1,0,0,235,455, 2.5 ,31,29,22,18,30448,66,34,24
C0107213525,direct,0,1,0,3,590,370, 2.2 ,31,29,22,18,17606,29,71,69
C0105869078,dm,1,1,0,2,562,251, 2.5 ,32,30,22,16,21497,65,35,76
C0102693239,organic_search,0,1,0,0,855,370, 2.2 ,31,29,22,18,19553,24,76,40
C0107871285,direct,0,1,0,5,634,364, 2.3 ,31,29,23,17,40089,66,34,39
C0103610272,direct,1,0,1,4,521,129, 2.4 ,32,30,23,15,25618,32,68,28
C0104114318,em,0,0,1,1,702,288, 2.4 ,31,30,22,17,34536,58,42,55
C0108595305,organic_search,1,1,0,0,878,362, 2.5 ,31,29,23,17,39330,39,61,71
C0103778502,direct,1,0,0,0,709,189, 2.1 ,32,30,22,16,73287,64,36,47
C0107631791,organic_search,1,1,1,0,943,387, 2.3 ,31,29,23,17,81621,50,50,50
C0106986169,organic_search,1,1,1,4,676,359, 2.1 ,31,29,22,18,55639,58,42,74
C0102745299,organic_search,1,0,1,3,421,330, 2.2 ,32,29,22,17,67833,41,59,90
C0103076319,organic_search,0,1,0,4,510,207, 2.4 ,31,30,22,17,33942,29,71,68
C0106252397,organic_search,0,1,0,1,1074,310, 2.4 ,32,29,22,17,60933,23,77,40
C0102710047,direct,1,1,0,4,677,336, 2.3 ,32,29,23,16,41722,50,50,55
C0108686693,direct,0,1,0,3,741,172, 2.1 ,31,30,23,16,67224,21,79,69
C0104898953,dm,1,1,1,3,814,301, 2.2 ,31,30,23,16,86149,33,67,60
C0102302507,direct,1,1,1,1,461,378, 2.2 ,32,29,23,16,32204,24,76,66
C0105680357,organic_search,1,1,1,4,197,323, 2.4 ,32,29,23,16,26961,65,35,63
C0107064682,direct,1,1,0,4,500,166, 2.0 ,32,30,23,15,22739,53,47,53
C0107099030,organic_search,0,1,1,2,731,387, 2.4 ,31,29,22,18,39173,39,61,41
C0102427323,direct,1,0,0,1,687,129, 2.0 ,32,30,22,16,30813,61,39,58
C0108525982,em,1,0,0,2,502,389, 2.4 ,32,29,23,16,76656,34,66,33
C0106105316,direct,1,1,0,0,965,358, 2.1 ,32,30,23,15,26642,30,70,28
C0108355256,direct,1,0,0,4,830,207, 2.6 ,32,30,22,16,76389,42,58,23
C0108255753,direct,1,0,1,3,807,274, 2.6 ,32,30,22,16,39815,66,34,20
C0103514017,dm,1,1,1,2,199,309, 2.0 ,32,30,23,15,30435,49,51,85
C0102038307,direct,1,1,0,4,630,394, 2.4 ,31,29,22,18,65092,47,53,68
C0107356590,dm,1,0,1,1,754,402, 2.2 ,31,29,23,17,76719,66,34,79
C0103395681,direct,0,1,1,1,735,348, 2.3 ,31,29,22,18,54268,67,33,34
C0105449244,direct,1,1,1,0,1069,398, 2.2 ,32,29,22,17,75844,59,41,92
C0105485922,direct,1,1,1,3,361,361, 2.1 ,32,30,23,15,21859,37,63,74
C0106177594,direct,1,0,0,2,1076,422, 2.2 ,32,29,22,17,55811,34,66,57
C0108334611,dm,1,1,0,3,568,406, 2.4 ,31,30,23,16,18828,34,66,64
C0102967707,direct,1,1,1,2,671,338, 2.5 ,32,30,23,15,82783,22,78,78
C0108743754,organic_search,0,0,0,5,911,382, 2.2 ,31,29,23,17,68997,56,44,78
C0103901263,organic_search,1,0,0,1,528,138, 2.4 ,32,30,23,15,81348,38,62,36
C0103489191,organic_search,1,1,1,3,423,374, 2.4 ,32,29,22,17,64703,54,46,72
C0102154625,direct,0,1,0,5,1097,405, 2.5 ,32,30,23,15,68161,68,32,49
C0107374980,em,0,1,1,2,645,348, 2.5 ,31,30,22,17,83002,51,49,42
C0103780419,organic_search,1,0,0,4,230,264, 2.5 ,31,29,22,18,76378,37,63,82
C0108531880,organic_search,1,1,0,5,624,372, 2.5 ,31,30,23,16,69830,67,33,72
C0102847149,dm,0,1,0,2,1058,436, 2.5 ,31,29,22,18,35255,34,66,69
C0107644543,dm,1,0,1,3,897,436, 2.2 ,31,30,23,16,86519,46,54,84
C0103369070,direct,0,0,0,4,894,110, 2.6 ,32,29,23,16,17807,36,64,50
C0102762467,organic_search,1,1,0,5,567,438, 2.1 ,32,29,22,17,73479,52,48,63
C0106742497,direct,1,0,0,2,782,250, 2.1 ,31,29,22,18,81621,64,36,85
C0106941978,direct,0,0,0,5,426,103, 2.4 ,31,29,22,18,31752,25,75,35
C0102501968,organic_search,1,1,0,0,558,409, 2.3 ,32,29,23,16,35486,52,48,65
C0104410137,organic_search,0,1,1,4,707,407, 2.1 ,32,29,23,16,54809,44,56,90
C0102879949,organic_search,1,0,1,3,185,157, 2.3 ,32,29,22,17,53472,26,74,39
C0107852898,organic_search,1,0,1,3,514,214, 2.1 ,31,29,22,18,44022,24,76,60
C0103938334,dm,0,0,1,1,794,355, 2.0 ,32,30,22,16,52420,27,73,56
C0106900472,direct,1,0,0,5,693,466, 2.0 ,32,29,23,16,26850,53,47,86
C0105237501,direct,0,1,1,0,206,264, 2.4 ,31,30,22,17,34365,33,67,86
C0107792603,direct,1,0,1,0,1103,419, 2.2 ,32,30,22,16,48667,49,51,71
C0105404277,organic_search,0,1,0,4,584,336, 2.1 ,32,29,22,17,43027,67,33,83
C0106003045,display_ad,1,1,1,0,342,111, 2.4 ,32,29,22,17,60077,33,67,74
C0106869697,organic_search,0,0,1,3,224,449, 2.3 ,32,30,23,15,85140,55,45,59
C0103882294,direct,0,0,0,3,316,76, 2.3 ,32,30,23,15,82096,62,38,57
C0104549573,direct,0,1,1,2,1104,320, 2.5 ,31,29,22,18,51598,20,80,38
C0103000194,direct,1,0,1,0,324,81, 2.4 ,31,30,23,16,62541,38,62,79
C0103507204,direct,1,1,0,4,577,142, 2.0 ,31,29,23,17,51967,63,37,82
C0106380647,direct,1,1,1,5,600,407, 2.2 ,31,29,22,18,42476,41,59,29
C0108712072,direct,0,1,1,4,671,318, 2.1 ,32,29,23,16,68241,66,34,83
C0104029786,dm,1,0,0,1,935,333, 2.5 ,32,30,22,16,38502,45,55,41
C0104946895,dm,1,1,1,2,195,469, 2.2 ,32,29,22,17,47259,32,68,70
C0106980076,em,0,0,0,2,413,321, 2.6 ,32,30,23,15,80223,40,60,76
C0104898100,direct,1,1,0,0,349,452, 2.2 ,31,30,23,16,42696,63,37,21
C0102235654,direct,1,1,0,1,281,85, 2.2 ,31,29,22,18,83415,55,45,43
C0102735573,organic_search,0,0,1,2,332,203, 2.5 ,31,29,22,18,45925,34,66,63
C0108855025,direct,1,1,0,2,200,241, 2.5 ,31,30,23,16,74404,59,41,30
C0104607074,em,0,0,0,2,734,96, 2.1 ,32,29,23,16,22434,31,69,56
C0108287391,dm,1,1,1,4,1040,297, 2.4 ,32,29,22,17,31024,32,68,72
C0106789768,em,1,1,0,5,786,87, 2.4 ,31,29,23,17,57779,38,62,55
C0104510355,organic_search,0,0,0,4,1074,461, 2.2 ,31,30,22,17,56563,64,36,36
C0104826001,organic_search,1,0,1,4,891,389, 2.1 ,32,30,22,16,19308,29,71,59
C0106591759,em,0,0,0,4,615,280, 2.5 ,32,30,22,16,49330,26,74,67
C0103923454,organic_search,0,1,0,0,985,454, 2.6 ,32,29,22,17,42501,53,47,63
C0108000887,organic_search,0,1,0,4,576,240, 2.5 ,32,29,23,16,71524,56,44,38
C0102282090,organic_search,0,1,1,1,867,287, 2.3 ,32,30,23,15,53585,27,73,32
C0102395167,em,1,0,1,3,769,290, 2.3 ,32,30,22,16,22829,20,80,82
C0106517384,direct,1,1,0,3,668,334, 2.5 ,32,29,23,16,66380,29,71,25
C0107352963,dm,1,1,1,1,1075,382, 2.3 ,31,29,23,17,74990,32,68,68
C0106079333,direct,0,1,1,4,363,312, 2.3 ,32,29,22,17,26966,65,35,61
C0106034042,organic_search,1,1,0,2,583,302, 2.6 ,31,29,23,17,35607,51,49,28
C0103331022,em,1,0,0,3,545,307, 2.1 ,32,29,23,16,42855,32,68,67
C0105443090,direct,0,1,0,3,620,371, 2.3 ,32,29,23,16,39411,39,61,73
C0105727294,direct,0,0,0,1,1079,162, 2.6 ,31,29,23,17,69130,64,36,39
C0105213646,organic_search,1,0,0,1,438,147, 2.5 ,32,30,22,16,66838,32,68,66
C0107375764,organic_search,1,1,0,0,198,194, 2.1 ,32,29,23,16,84330,36,64,64
C0105150324,dm,1,1,0,4,871,478, 2.3 ,31,29,23,17,69420,40,60,70
C0102592053,organic_search,0,1,0,0,931,155, 2.3 ,32,30,22,16,20893,38,62,26
C0103606647,organic_search,1,0,1,0,714,332, 2.6 ,32,30,23,15,78821,65,35,47
C0104014541,organic_search,0,1,0,4,931,450, 2.1 ,31,30,23,16,67169,23,77,56
C0107508906,organic_search,1,0,0,4,405,453, 2.4 ,31,30,22,17,16263,45,55,57
C0108050022,em,1,1,1,0,592,256, 2.4 ,31,30,22,17,53460,58,42,87
C0105037101,organic_search,0,1,0,2,964,328, 2.0 ,31,29,22,18,78608,43,57,21
C0106824102,organic_search,0,1,1,1,1058,456, 2.2 ,32,30,23,15,47352,47,53,66
C0106046985,organic_search,1,0,0,5,250,377, 2.3 ,32,29,23,16,51873,40,60,58
C0105561979,direct,0,1,1,2,297,390, 2.3 ,32,29,23,16,31424,39,61,71
C0106975664,organic_search,1,0,0,2,794,402, 2.4 ,32,29,23,16,70824,46,54,56
C0103076739,organic_search,1,1,1,5,863,84, 2.0 ,32,29,22,17,59911,60,40,45
C0108499364,display_ad,1,0,0,3,959,139, 2.4 ,32,29,22,17,61572,35,65,32
C0103527482,organic_search,0,1,1,3,365,297, 2.0 ,31,30,23,16,19663,45,55,76
C0105134789,organic_search,1,0,1,3,259,174, 2.6 ,31,29,23,17,42491,66,34,21
C0105229497,direct,0,0,0,2,598,147, 2.2 ,31,29,22,18,39089,57,43,90
C0104501803,direct,0,1,1,4,679,424, 2.3 ,31,29,22,18,33034,65,35,27
C0105956106,em,0,1,1,3,486,181, 2.1 ,31,29,23,17,39619,60,40,22
C0104582731,em,1,1,0,3,1020,196, 2.5 ,31,30,22,17,29225,32,68,31
C0104682264,direct,0,0,1,5,917,75, 2.0 ,32,30,22,16,77415,38,62,70
C0105630943,direct,1,0,0,3,612,329, 2.1 ,32,29,22,17,31639,40,60,19
C0102472896,em,1,1,0,2,727,181, 2.3 ,31,29,22,18,19161,21,79,18
C0103737923,organic_search,1,0,1,3,898,108, 2.0 ,32,29,22,17,85213,22,78,71
C0103301008,direct,1,1,0,0,967,465, 2.3 ,32,29,22,17,64969,20,80,54
C0104893848,em,0,1,1,2,585,76, 2.3 ,31,30,22,17,68725,32,68,36
C0108624654,direct,0,0,0,2,919,258, 2.4 ,31,29,22,18,47775,30,70,90
C0105897262,direct,1,0,1,3,958,124, 2.1 ,31,30,22,17,47688,33,67,19
C0104401764,organic_search,1,0,1,1,411,430, 2.4 ,32,30,23,15,42235,56,44,74
C0104891779,em,0,1,1,1,342,423, 2.0 ,32,29,22,17,47852,47,53,88
C0102519936,organic_search,0,1,1,4,363,371, 2.5 ,32,29,22,17,23594,26,74,79
C0103048648,direct,0,0,1,5,522,386, 2.5 ,31,29,23,17,82276,56,44,78
C0105003561,direct,0,1,1,3,453,257, 2.2 ,32,30,22,16,38198,43,57,81
C0108234533,direct,0,0,1,2,243,420, 2.6 ,31,30,23,16,74757,61,39,71
C0108003664,direct,0,0,0,2,398,122, 2.2 ,31,29,22,18,58648,41,59,69
C0107082964,direct,0,0,1,4,498,92, 2.4 ,31,30,23,16,37294,58,42,22
C0103005513,organic_search,1,1,1,2,474,181, 2.3 ,31,29,22,18,29159,65,35,56
C0103330025,direct,0,1,0,2,561,466, 2.2 ,32,29,22,17,35144,45,55,56
C0105161168,organic_search,1,1,1,1,248,429, 2.4 ,32,30,23,15,56181,42,58,52
C0106197742,organic_search,1,0,1,4,256,403, 2.2 ,32,29,22,17,25032,47,53,42
C0107956479,dm,1,1,0,3,369,324, 2.4 ,32,30,23,15,54114,39,61,59
C0102648793,direct,1,1,1,5,858,301, 2.2 ,31,29,23,17,55394,61,39,28
C0104324331,organic_search,0,0,0,4,393,459, 2.6 ,32,29,23,16,42343,31,69,25
C0106161579,display_ad,0,0,1,0,392,470, 2.4 ,32,29,22,17,64139,38,62,55
C0107593336,direct,1,1,1,2,423,200, 2.0 ,32,30,23,15,75696,26,74,75
C0106907960,organic_search,1,0,1,1,209,156, 2.4 ,32,30,22,16,27122,49,51,27
C0108907112,em,1,1,0,1,333,196, 2.2 ,31,29,22,18,30615,60,40,89
C0104348299,organic_search,1,0,1,4,349,476, 2.5 ,32,29,23,16,54781,58,42,55
C0103081038,organic_search,1,0,0,0,569,437, 2.1 ,32,30,23,15,45260,26,74,22
C0108365366,organic_search,0,1,1,3,940,254, 2.0 ,32,30,22,16,18056,55,45,71
C0105609371,dm,1,1,0,3,828,399, 2.0 ,32,30,22,16,54715,20,80,56
C0105221821,direct,0,0,0,5,1012,438, 2.5 ,31,29,22,18,86465,39,61,69
C0108505972,direct,1,0,0,3,863,216, 2.3 ,32,29,23,16,55505,24,76,30
C0107743045,direct,0,0,0,5,884,326, 2.3 ,31,29,22,18,48262,31,69,61
C0106027984,direct,0,0,0,5,456,418, 2.4 ,31,29,22,18,54551,39,61,89
C0103086013,direct,0,0,0,5,1102,421, 2.4 ,32,30,23,15,59924,37,63,55
C0102486640,organic_search,0,0,0,5,883,449, 2.0 ,32,30,23,15,58774,59,41,25
C0108712107,organic_search,0,1,0,5,340,118, 2.1 ,32,29,23,16,63376,65,35,31
C0104317411,dm,0,0,0,5,1090,263, 2.5 ,31,29,22,18,42372,24,76,86
C0104773358,direct,0,1,1,4,381,149, 2.4 ,31,29,22,18,17214,51,49,70
C0108543341,organic_search,1,0,1,0,319,381, 2.6 ,31,30,23,16,82971,56,44,59
C0108437528,display_ad,1,0,1,1,553,289, 2.6 ,31,30,22,17,24896,65,35,57
C0107337552,direct,1,1,0,5,1051,338, 2.2 ,32,30,22,16,63864,27,73,78
C0102990608,em,0,1,0,2,222,413, 2.5 ,32,30,22,16,44341,22,78,81
C0103069327,direct,0,0,1,2,278,305, 2.6 ,32,29,22,17,30018,42,58,65
C0108884623,dm,1,1,0,0,778,245, 2.1 ,32,29,23,16,47260,39,61,55
C0106640276,direct,1,0,0,5,725,95, 2.3 ,31,29,22,18,42561,65,35,43
C0102012124,direct,1,0,1,3,709,222, 2.2 ,32,30,23,15,62449,67,33,51
C0104453018,direct,0,0,0,3,667,382, 2.3 ,31,29,23,17,59463,24,76,61
C0108405099,direct,0,1,1,0,388,103, 2.6 ,32,29,23,16,77906,23,77,24
C0108450844,organic_search,0,1,0,3,1031,110, 2.1 ,31,29,23,17,29534,25,75,40
C0104428482,dm,1,1,1,0,425,272, 2.2 ,31,29,22,18,30453,43,57,88
C0103461424,organic_search,1,0,1,1,570,334, 2.1 ,32,30,23,15,67250,44,56,55
C0108318018,organic_search,0,1,0,1,444,76, 2.3 ,32,30,23,15,81717,20,80,31
C0104735178,display_ad,0,1,0,1,559,388, 2.2 ,32,30,23,15,42011,41,59,69
C0105682902,organic_search,0,1,1,0,590,408, 2.4 ,31,29,22,18,81434,21,79,88
C0105353870,direct,0,0,1,1,623,80, 2.1 ,31,30,23,16,26549,43,57,30
C0108174415,direct,1,1,1,3,355,93, 2.1 ,31,29,23,17,24201,47,53,49
C0104534963,dm,1,1,1,5,810,254, 2.5 ,32,30,22,16,77932,35,65,21
C0105481377,em,0,1,1,5,450,316, 2.6 ,32,30,23,15,70434,47,53,77
C0104481199,direct,0,0,1,4,235,361, 2.1 ,32,29,23,16,27453,52,48,66
C0107121845,organic_search,0,0,1,5,897,91, 2.2 ,31,30,23,16,30588,47,53,54
C0106267434,organic_search,1,0,0,3,531,103, 2.4 ,32,29,23,16,53509,50,50,34
C0107261187,em,0,1,0,0,766,349, 2.2 ,32,29,23,16,81132,48,52,54
C0105281593,direct,0,0,1,5,556,207, 2.6 ,31,29,22,18,26722,60,40,84
C0107883540,display_ad,0,1,0,2,585,101, 2.3 ,32,30,23,15,49769,32,68,71
C0102825117,direct,0,0,0,0,284,472, 2.4 ,32,29,22,17,38450,26,74,87
C0104529684,em,1,1,1,3,1008,106, 2.6 ,31,30,22,17,79416,40,60,70
C0107172752,organic_search,0,0,1,4,828,209, 2.3 ,31,30,22,17,74777,43,57,87
C0107026757,dm,1,1,1,4,819,343, 2.3 ,32,29,22,17,60566,27,73,47
C0103473692,display_ad,0,0,1,0,183,220, 2.4 ,32,29,23,16,78577,42,58,56
C0107265462,em,0,0,1,2,861,193, 2.5 ,32,30,22,16,86878,60,40,69
C0108866155,direct,0,1,0,2,571,441, 2.1 ,31,30,22,17,81454,62,38,29
C0104146603,dm,1,1,0,2,436,179, 2.6 ,31,30,22,17,48389,37,63,68
C0103026341,em,0,0,0,3,537,119, 2.0 ,31,30,22,17,81374,57,43,65
C0104964282,direct,0,1,0,0,1105,290, 2.0 ,32,30,23,15,77021,45,55,71
C0105565466,dm,0,1,1,4,831,408, 2.3 ,31,29,23,17,86765,43,57,50
C0104461381,dm,0,0,0,3,557,102, 2.1 ,32,30,23,15,68090,50,50,38
C0108938272,direct,0,1,0,1,318,434, 2.2 ,31,30,22,17,29521,51,49,75
C0102825528,organic_search,1,0,1,1,222,293, 2.1 ,32,30,23,15,22524,26,74,33
C0108384372,em,1,0,1,1,972,266, 2.4 ,31,29,22,18,37303,32,68,86
C0108203359,dm,1,1,0,3,548,79, 2.1 ,31,29,22,18,32185,28,72,62
C0103943153,direct,1,0,1,3,1058,290, 2.2 ,31,30,22,17,49214,60,40,90
C0105997262,dm,1,1,0,2,364,222, 2.4 ,31,29,22,18,36035,38,62,70
C0107560278,direct,1,1,0,1,575,308, 2.1 ,31,30,23,16,61531,49,51,66
C0106853706,dm,1,1,1,0,1026,131, 2.1 ,32,29,23,16,22314,25,75,24
C0102365900,display_ad,0,0,0,1,1066,202, 2.1 ,31,30,23,16,87466,54,46,52
C0103198001,direct,1,1,0,2,363,270, 2.5 ,32,29,23,16,31154,39,61,60
C0104688705,direct,0,0,1,2,840,167, 2.4 ,31,29,23,17,55007,63,37,75
C0107508549,direct,0,0,1,0,234,323, 2.0 ,32,30,22,16,79360,66,34,68
C0107925821,direct,0,0,0,4,1026,466, 2.2 ,32,29,23,16,29754,59,41,90
C0106997293,em,1,0,0,2,1065,379, 2.1 ,32,29,22,17,56733,68,32,85
C0103259009,organic_search,1,1,1,1,677,440, 2.2 ,32,30,23,15,20980,63,37,74
C0102880496,organic_search,0,0,1,2,448,144, 2.0 ,32,30,23,15,29856,54,46,67
C0108683771,direct,0,0,1,1,743,156, 2.6 ,32,30,23,15,51402,31,69,56
C0102183437,direct,1,0,1,0,604,308, 2.0 ,31,30,23,16,58757,23,77,65
C0102674781,organic_search,0,0,1,1,218,152, 2.4 ,31,29,22,18,32825,55,45,32
C0103214739,organic_search,0,1,1,2,317,241, 2.3 ,31,30,22,17,80354,32,68,42
C0105619384,direct,1,0,0,4,763,416, 2.2 ,31,30,23,16,77244,32,68,43
C0108900309,organic_search,0,1,1,2,832,423, 2.4 ,31,30,22,17,76743,43,57,45
C0102492843,direct,0,0,0,1,350,182, 2.1 ,31,29,22,18,45478,56,44,68
C0108344914,organic_search,1,0,1,0,560,211, 2.5 ,32,29,22,17,56209,64,36,23
C0103878464,organic_search,1,1,1,2,464,131, 2.3 ,31,30,22,17,68071,29,71,88
C0104351489,organic_search,0,0,1,5,1054,369, 2.3 ,31,30,23,16,42028,20,80,76
C0105274920,direct,1,0,1,4,778,250, 2.5 ,32,29,22,17,63699,20,80,69
C0106329283,direct,1,1,0,0,218,170, 2.4 ,32,30,22,16,41083,65,35,76
C0104031026,em,1,1,1,1,465,216, 2.4 ,31,30,23,16,55676,62,38,42
C0106759933,dm,1,1,0,0,310,441, 2.2 ,31,29,23,17,74724,38,62,55
C0102637920,organic_search,1,1,1,2,491,362, 2.4 ,31,29,22,18,81112,35,65,62
C0108732056,direct,1,0,0,3,479,277, 2.6 ,32,30,22,16,52304,28,72,25
C0106857937,organic_search,0,1,1,1,270,442, 2.4 ,31,30,22,17,51285,68,32,31
C0106261761,dm,1,1,0,2,1099,328, 2.2 ,32,30,23,15,42495,26,74,56
C0106589492,direct,1,1,0,5,269,127, 2.4 ,31,29,22,18,42420,23,77,70
C0107556544,display_ad,0,0,1,2,230,226, 2.5 ,31,30,23,16,47359,26,74,88
C0102383826,direct,1,1,0,5,983,266, 2.1 ,31,30,22,17,70341,55,45,45
C0106796211,direct,1,1,0,1,1048,251, 2.3 ,31,30,22,17,31423,62,38,70
C0102450813,direct,0,1,1,3,192,105, 2.2 ,31,30,22,17,76606,36,64,57
C0106062454,direct,1,0,1,1,928,193, 2.5 ,32,30,22,16,66781,28,72,70
C0105085588,organic_search,1,0,1,4,605,377, 2.2 ,31,30,22,17,23163,34,66,37
C0103426806,organic_search,0,1,1,4,628,407, 2.1 ,31,29,23,17,57907,57,43,35
C0102922376,dm,0,0,0,0,1039,280, 2.1 ,32,30,22,16,55269,46,54,50
C0105884942,dm,1,1,1,3,838,439, 2.2 ,32,30,22,16,40092,39,61,70
C0103548762,direct,1,0,1,2,780,399, 2.0 ,32,30,23,15,21923,24,76,23
C0107278728,direct,1,0,0,2,409,160, 2.4 ,32,30,23,15,82555,55,45,85
C0105183243,dm,1,0,0,0,769,124, 2.4 ,31,30,23,16,29267,50,50,65
C0107134256,organic_search,0,1,0,3,687,157, 2.6 ,32,30,23,15,63296,56,44,92
C0107243114,organic_search,1,0,0,2,371,441, 2.3 ,32,30,22,16,58567,41,59,29
C0107611649,em,0,0,1,3,339,263, 2.5 ,31,30,22,17,19729,23,77,28
C0106574942,direct,0,1,1,0,315,121, 2.2 ,32,29,23,16,58885,61,39,51
C0105373927,organic_search,0,1,0,5,715,131, 2.2 ,32,30,23,15,80615,40,60,91
C0103488631,direct,1,0,0,3,394,373, 2.0 ,31,29,23,17,63390,53,47,52
C0102242538,organic_search,0,0,1,3,356,451, 2.5 ,31,30,22,17,49074,38,62,67
C0102365692,organic_search,1,1,0,5,930,283, 2.2 ,32,30,22,16,21372,41,59,70
C0102289703,organic_search,1,0,1,5,431,294, 2.6 ,32,30,22,16,51280,59,41,44
C0104085356,direct,1,1,0,5,498,214, 2.5 ,31,29,22,18,46185,55,45,70
C0105977486,organic_search,0,0,0,4,770,329, 2.3 ,31,29,23,17,18133,48,52,60
C0106885417,organic_search,0,1,1,1,182,224, 2.5 ,31,29,23,17,44744,45,55,69
C0104317835,display_ad,1,0,1,0,758,458, 2.5 ,32,30,23,15,16770,65,35,71
C0107778740,display_ad,0,1,0,1,729,218, 2.1 ,31,30,23,16,59426,28,72,53
C0105702920,organic_search,0,1,1,5,184,420, 2.6 ,31,30,22,17,20429,53,47,83
C0107653796,direct,1,1,1,4,954,79, 2.1 ,31,29,23,17,45751,45,55,60
C0102781144,dm,1,1,0,5,867,334, 2.0 ,32,30,23,15,27118,37,63,63
C0104468521,direct,1,1,1,0,322,138, 2.6 ,31,29,22,18,41463,35,65,74
C0106191577,direct,1,1,1,5,543,308, 2.2 ,32,30,23,15,35225,41,59,56
C0106211543,direct,1,1,0,4,346,119, 2.5 ,31,30,23,16,57032,56,44,18
C0105950652,direct,1,0,1,5,596,116, 2.1 ,32,29,22,17,78909,60,40,60
C0107935624,direct,0,0,1,4,327,348, 2.1 ,32,29,23,16,87628,61,39,30
C0104739382,organic_search,1,0,0,4,751,137, 2.3 ,32,30,23,15,40252,44,56,49
C0104139697,organic_search,1,0,1,2,417,428, 2.0 ,31,30,22,17,59881,36,64,79
C0105928387,dm,0,1,1,5,1008,385, 2.4 ,32,29,22,17,24718,58,42,55
C0108801332,organic_search,0,1,0,3,1015,158, 2.2 ,31,30,23,16,73571,25,75,30
C0108807174,dm,0,0,0,3,907,245, 2.3 ,31,29,22,18,18753,35,65,51
C0105345997,em,1,0,1,0,445,126, 2.1 ,32,30,22,16,23830,64,36,65
C0106331494,direct,0,0,0,1,976,176, 2.2 ,31,30,22,17,47911,21,79,24
C0102547691,organic_search,0,0,0,4,190,80, 2.3 ,32,30,22,16,48676,67,33,85
C0107210873,dm,1,1,1,2,904,354, 2.3 ,32,29,23,16,56672,38,62,62
C0102347415,dm,1,0,1,5,544,76, 2.2 ,31,29,23,17,40819,47,53,74
C0105290648,direct,1,1,0,2,594,88, 2.6 ,32,29,23,16,53349,60,40,90
C0102421350,direct,0,1,1,4,1014,83, 2.4 ,32,30,23,15,50870,63,37,88
