data.set,total.cost,lot.sale.days,overage,mileage,vehicle.type,domestic.import,vehicle.age,vehicle.age.group,color.set,makex,state,make.model
TRAIN,4633,77,NO,65053,FAMILY.MEDIUM,Domestic,6,SIX,GREEN,CHEVROLET,TX,CHEVROLET.CAVALIER
TRAIN,4618,19,NO,48428,ECONOMY,Domestic,4,FOUR,WHITE,PONTIAC,TX,PONTIAC.SUNFIRE
TRAIN,6756,16,NO,81531,LUXURY,Import,5,FIVE,GOLD,TOYOTA,GA,TOYOTA.CAMRY
TRAIN,4563,51,NO,65599,ECONOMY,Domestic,7,SEVEN+,RED,DODGE,FL,DODGE.NEON
TRAIN,4589,2,NO,79379,FAMILY.MEDIUM,Domestic,4,FOUR,RED,DODGE,GA,DODGE.STRATUS
TRAIN,4225,71,NO,80496,LUXURY,Import,6,SIX,GREEN,NISSAN,VA,NISSAN.SENTRA
TRAIN,3886,85,NO,48567,ECONOMY,Domestic,4,FOUR,RED,FORD,TX,FORD.ESCORT
TRAIN,3975,148,YES,93756,FAMILY.MEDIUM,Import,8,SEVEN+,RED,MAZDA,AZ,MAZDA.PROTEGE
TRAIN,5695,5,NO,73612,FAMILY.SMALL,Domestic,3,ONE-THREE,SILVER,MERCURY,GA,MERCURY.MYSTIQUE
TRAIN,4702,100,YES,95295,FAMILY.LARGE,Domestic,7,SEVEN+,GOLD,BUICK,FL,BUICK.PARK AVENUE
TRAIN,4404,119,YES,94577,FAMILY.MEDIUM,Domestic,9,SEVEN+,SILVER,OLDSMOBILE,FL,OLDSMOBILE.98
TRAIN,4101,25,NO,83656,FAMILY.MEDIUM,Domestic,4,FOUR,GREEN,FORD,AZ,FORD.TAURUS
TRAIN,4702,1,NO,68972,FAMILY.SMALL,Domestic,3,ONE-THREE,GREEN,FORD,TX,FORD.CONTOUR
TRAIN,3963,38,NO,58573,FAMILY.LARGE,Domestic,8,SEVEN+,GOLD,CHEVROLET,CA,CHEVROLET.LUMINA
TRAIN,6264,16,NO,63440,FAMILY.LARGE,Domestic,3,ONE-THREE,WHITE,CHEVROLET,TX,CHEVROLET.LUMINA
TRAIN,5647,45,NO,70134,FAMILY.LARGE,Domestic,3,ONE-THREE,GREEN,CHEVROLET,AZ,CHEVROLET.LUMINA
TRAIN,4640,5,NO,83798,FAMILY.MEDIUM,Domestic,3,ONE-THREE,GREEN,CHEVROLET,TX,CHEVROLET.MALIBU
TRAIN,4672,1,NO,94858,FAMILY.SMALL,Import,6,SIX,GOLD,MAZDA,CA,MAZDA.PROTEGE
TRAIN,2105,5,NO,103327,FAMILY.MEDIUM,Import,9,SEVEN+,WHITE,TOYOTA,VA,TOYOTA.COROLLA
TRAIN,5024,119,YES,81767,FAMILY.SMALL,Import,3,ONE-THREE,GREEN,HYUNDAI,AZ,HYUNDAI.ELANTRA
TRAIN,5097,20,NO,68332,FAMILY.LARGE,Domestic,6,SIX,WHITE,PONTIAC,CA,PONTIAC.GRAND PRIX
TRAIN,4903,7,NO,82777,FAMILY.LARGE,Domestic,7,SEVEN+,WHITE,DODGE,NV,DODGE.INTREPID
TRAIN,4144,16,NO,80196,FAMILY.MEDIUM,Domestic,6,SIX,WHITE,BUICK,AZ,BUICK.REGAL
TRAIN,4357,114,YES,84472,FAMILY.MEDIUM,Domestic,6,SIX,BLUE,BUICK,NM,BUICK.CENTURY
TRAIN,4176,24,NO,88908,FAMILY.MEDIUM,Domestic,4,FOUR,GREEN,FORD,TX,FORD.TAURUS
TRAIN,4743,5,NO,76137,FAMILY.MEDIUM,Domestic,3,ONE-THREE,BLACK,CHEVROLET,TX,CHEVROLET.CAVALIER
TRAIN,4962,5,NO,80256,FAMILY.MEDIUM,Domestic,3,ONE-THREE,GREEN,CHEVROLET,CA,CHEVROLET.MALIBU
TRAIN,5354,1,NO,67775,FAMILY.MEDIUM,Domestic,3,ONE-THREE,RED,PLYMOUTH,TX,PLYMOUTH.BREEZE
TRAIN,4018,0,NO,44455,ECONOMY,Domestic,4,FOUR,GREEN,FORD,GA,FORD.ESCORT
TRAIN,4627,40,NO,69984,FAMILY.SMALL,Domestic,3,ONE-THREE,GOLD,MERCURY,TX,MERCURY.MYSTIQUE
TRAIN,5151,81,NO,57876,LUXURY,Import,5,FIVE,WHITE,TOYOTA,FL,TOYOTA.TERCEL
TRAIN,5306,60,NO,60299,FAMILY.MEDIUM,Import,5,FIVE,WHITE,MITSUBISHI,CA,MITSUBISHI.GALANT
TRAIN,5524,70,NO,74699,FAMILY.MEDIUM,Domestic,6,SIX,GREEN,DODGE,FL,DODGE.INTREPID
TRAIN,3979,0,NO,91645,FAMILY.MEDIUM,Domestic,6,SIX,PURPLE,BUICK,GA,BUICK.REGAL
TRAIN,5757,3,NO,70689,FAMILY.MEDIUM,Domestic,4,FOUR,SILVER,DODGE,GA,DODGE.STRATUS
TRAIN,5643,18,NO,58737,LUXURY,Import,6,SIX,BLACK,TOYOTA,FL,TOYOTA.COROLLA
TRAIN,5134,5,NO,47020,ECONOMY,Domestic,3,ONE-THREE,BLUE,FORD,GA,FORD.ESCORT
TRAIN,5369,122,YES,75378,FAMILY.MEDIUM,Domestic,8,SEVEN+,GOLD,FORD,FL,FORD.CROWN VICTORIA
TRAIN,6605,30,NO,60952,FAMILY.SMALL,Import,3,ONE-THREE,SILVER,TOYOTA,GA,TOYOTA.COROLLA
TRAIN,4908,84,NO,62556,FAMILY.LARGE,Domestic,8,SEVEN+,GREEN,OLDSMOBILE,FL,OLDSMOBILE.98
TRAIN,3563,10,NO,81296,FAMILY.MEDIUM,Domestic,7,SEVEN+,SILVER,PONTIAC,CA,PONTIAC.GRAND AM
TRAIN,4238,56,NO,69284,FAMILY.SMALL,Import,4,FOUR,PURPLE,HYUNDAI,CA,HYUNDAI.ACCENT
TRAIN,5412,136,YES,83266,FAMILY.LARGE,Domestic,7,SEVEN+,PURPLE,BUICK,GA,BUICK.LESABRE
TRAIN,4807,73,NO,80000,FAMILY.MEDIUM,Domestic,4,FOUR,SILVER,MERCURY,TX,MERCURY.SABLE
TRAIN,4780,105,YES,101867,FAMILY.LARGE,Domestic,5,FIVE,BLUE,BUICK,TX,BUICK.LESABRE
TRAIN,5311,146,YES,88175,LUXURY,Import,6,SIX,BLUE,NISSAN,CA,NISSAN.SENTRA
TRAIN,4253,21,NO,79874,ECONOMY,Domestic,3,ONE-THREE,PURPLE,MERCURY,GA,MERCURY.TRACER
TRAIN,6223,56,NO,76449,FAMILY.MEDIUM,Import,4,FOUR,GOLD,MAZDA,TX,MAZDA.PROTEGE
TRAIN,3791,9,NO,84129,FAMILY.SMALL,Domestic,5,FIVE,GREEN,FORD,CA,FORD.ESCORT
TRAIN,5212,32,NO,92787,FAMILY.MEDIUM,Domestic,5,FIVE,SILVER,FORD,AZ,FORD.CROWN VICTORIA
TRAIN,1560,3,NO,88639,FAMILY.SMALL,Domestic,9,SEVEN+,GREEN,FORD,CA,FORD.TEMPO
TRAIN,4590,5,NO,42735,FAMILY.SMALL,Domestic,4,FOUR,GREEN,FORD,FL,FORD.ESCORT
TRAIN,4748,16,NO,94062,FAMILY.MEDIUM,Import,7,SEVEN+,GOLD,TOYOTA,AZ,TOYOTA.COROLLA
TRAIN,4157,60,NO,90408,FAMILY.LARGE,Domestic,7,SEVEN+,SILVER,CHEVROLET,CA,CHEVROLET.LUMINA
TRAIN,5691,1,NO,50883,FAMILY.MEDIUM,Domestic,5,FIVE,BLUE,FORD,FL,FORD.TAURUS
TRAIN,5905,13,NO,62824,FAMILY.MEDIUM,Domestic,2,ONE-THREE,GOLD,CHEVROLET,GA,CHEVROLET.MALIBU
TRAIN,4334,9,NO,80702,FAMILY.MEDIUM,Domestic,5,FIVE,WHITE,CHEVROLET,FL,CHEVROLET.MALIBU
TRAIN,5504,30,NO,37285,FAMILY.LARGE,Import,2,ONE-THREE,RED,KIA,CA,KIA.SEPHIA
TRAIN,4375,9,NO,87592,FAMILY.LARGE,Domestic,8,SEVEN+,WHITE,OLDSMOBILE,NV,OLDSMOBILE.88
TRAIN,4417,79,NO,73789,FAMILY.MEDIUM,Domestic,8,SEVEN+,WHITE,BUICK,FL,BUICK.LESABRE
TRAIN,5764,21,NO,102692,FAMILY.MEDIUM,Domestic,10,SEVEN+,SILVER,CADILLAC,FL,CADILLAC.DEVILLE
TRAIN,5489,5,NO,87589,FAMILY.SMALL,Domestic,5,FIVE,WHITE,MERCURY,GA,MERCURY.GRAND MARQUIS
TRAIN,3695,116,YES,83423,ECONOMY,Domestic,6,SIX,BLUE,FORD,CA,FORD.ESCORT
TRAIN,4435,86,NO,81836,FAMILY.MEDIUM,Domestic,5,FIVE,WHITE,FORD,AZ,FORD.TAURUS
TRAIN,4696,157,YES,74002,FAMILY.SMALL,Domestic,5,FIVE,PURPLE,DODGE,NM,DODGE.NEON
TRAIN,4517,31,NO,74995,FAMILY.SMALL,Domestic,4,FOUR,WHITE,CHEVROLET,FL,CHEVROLET.CAVALIER
TRAIN,4390,39,NO,86399,FAMILY.LARGE,Domestic,5,FIVE,GREEN,CHEVROLET,TX,CHEVROLET.LUMINA
TRAIN,4401,22,NO,94239,LUXURY,Domestic,6,SIX,SILVER,BUICK,TX,BUICK.PARK AVENUE
TRAIN,4416,64,NO,69335,ECONOMY,Import,6,SIX,WHITE,MAZDA,TX,MAZDA.PROTEGE
TRAIN,3801,35,NO,71473,FAMILY.MEDIUM,Domestic,10,SEVEN+,GREEN,PONTIAC,FL,PONTIAC.GRAND PRIX
TRAIN,4699,144,YES,102420,FAMILY.SMALL,Import,6,SIX,GREEN,NISSAN,AZ,NISSAN.SENTRA
TRAIN,1545,81,NO,101944,FAMILY.MEDIUM,Domestic,8,SEVEN+,BLUE,FORD,AZ,FORD.TEMPO
TRAIN,4570,56,NO,91621,FAMILY.LARGE,Domestic,5,FIVE,BLUE,OLDSMOBILE,CA,OLDSMOBILE.88
TRAIN,5444,136,YES,86403,LUXURY,Import,7,SEVEN+,BLACK,HONDA,VA,HONDA.CIVIC
TRAIN,5873,85,NO,71584,ECONOMY,Import,4,FOUR,SILVER,NISSAN,GA,NISSAN.SENTRA
TRAIN,4352,56,NO,56463,FAMILY.LARGE,Domestic,8,SEVEN+,GREEN,OLDSMOBILE,CA,OLDSMOBILE.CUTLASS SUPREME
TRAIN,3693,26,NO,84231,FAMILY.MEDIUM,Domestic,7,SEVEN+,SILVER,CHEVROLET,AZ,CHEVROLET.LUMINA
TRAIN,4445,15,NO,77226,FAMILY.MEDIUM,Domestic,5,FIVE,BLACK,CHEVROLET,VA,CHEVROLET.LUMINA
TRAIN,5519,2,NO,86051,LUXURY,Domestic,3,ONE-THREE,BLUE,FORD,NM,FORD.TAURUS
TRAIN,4037,48,NO,95027,FAMILY.MEDIUM,Import,7,SEVEN+,GREEN,MITSUBISHI,GA,MITSUBISHI.GALANT
TRAIN,5073,144,YES,94792,FAMILY.LARGE,Domestic,4,FOUR,BLUE,CHEVROLET,TX,CHEVROLET.LUMINA
TRAIN,5582,90,NO,72724,FAMILY.MEDIUM,Domestic,7,SEVEN+,GREEN,BUICK,FL,BUICK.LESABRE
TRAIN,5044,5,NO,67225,LUXURY,Domestic,5,FIVE,SILVER,DODGE,AZ,DODGE.INTREPID
TRAIN,4926,36,NO,39303,FAMILY.MEDIUM,Domestic,7,SEVEN+,GREEN,PONTIAC,FL,PONTIAC.BONNEVILLE
TRAIN,2478,9,NO,88909,FAMILY.MEDIUM,Domestic,9,SEVEN+,RED,BUICK,CA,BUICK.REGAL
TRAIN,6692,28,NO,60027,FAMILY.LARGE,Domestic,7,SEVEN+,WHITE,BUICK,TX,BUICK.LESABRE
TRAIN,3258,47,NO,82197,LUXURY,Import,8,SEVEN+,RED,NISSAN,FL,NISSAN.SENTRA
TRAIN,6022,9,NO,92501,FAMILY.LARGE,Domestic,5,FIVE,GREEN,PONTIAC,VA,PONTIAC.BONNEVILLE
TRAIN,7652,39,NO,59195,LUXURY,Import,5,FIVE,SILVER,NISSAN,CA,NISSAN.ALTIMA
TRAIN,6481,43,NO,55769,LUXURY,Import,6,SIX,GOLD,TOYOTA,FL,TOYOTA.CAMRY
TRAIN,4428,8,NO,82992,FAMILY.MEDIUM,Domestic,5,FIVE,WHITE,FORD,FL,FORD.TAURUS
TRAIN,5045,5,NO,61004,FAMILY.MEDIUM,Domestic,5,FIVE,GOLD,CHEVROLET,FL,CHEVROLET.MALIBU
TRAIN,5291,4,NO,74132,FAMILY.SMALL,Domestic,5,FIVE,BLACK,PONTIAC,TX,PONTIAC.GRAND AM
TRAIN,6383,59,NO,77131,FAMILY.MEDIUM,Import,7,SEVEN+,WHITE,NISSAN,AZ,NISSAN.MAXIMA
TRAIN,2305,42,NO,102932,FAMILY.SMALL,Import,7,SEVEN+,GREEN,GEO,AZ,GEO.PRIZM
TRAIN,5116,123,YES,80880,LUXURY,Import,5,FIVE,SILVER,NISSAN,VA,NISSAN.SENTRA
TRAIN,3558,48,NO,71684,FAMILY.MEDIUM,Domestic,5,FIVE,RED,DODGE,AZ,DODGE.STRATUS
TRAIN,4411,23,NO,73270,ECONOMY,Domestic,4,FOUR,RED,FORD,TX,FORD.ESCORT
TRAIN,5449,24,NO,71765,FAMILY.LARGE,Domestic,4,FOUR,BLUE,FORD,CA,FORD.CONTOUR
TRAIN,3772,100,YES,59415,FAMILY.MEDIUM,Domestic,6,SIX,PURPLE,OLDSMOBILE,AZ,OLDSMOBILE.CIERA
TRAIN,4877,35,NO,79466,FAMILY.LARGE,Domestic,3,ONE-THREE,GREEN,FORD,CA,FORD.CONTOUR
TRAIN,5184,52,NO,79061,FAMILY.LARGE,Domestic,4,FOUR,BLUE,FORD,CA,FORD.CONTOUR
TRAIN,4968,10,NO,69017,FAMILY.LARGE,Domestic,9,SEVEN+,GREEN,FORD,FL,FORD.CROWN VICTORIA
TRAIN,4625,37,NO,67131,FAMILY.MEDIUM,Domestic,5,FIVE,RED,BUICK,TX,BUICK.SKYLARK
TRAIN,5259,26,NO,36048,ECONOMY,Domestic,3,ONE-THREE,WHITE,FORD,TX,FORD.ESCORT
TRAIN,6640,143,YES,86826,FAMILY.LARGE,Domestic,5,FIVE,GREEN,BUICK,VA,BUICK.LESABRE
TRAIN,3526,19,NO,69018,FAMILY.MEDIUM,Domestic,4,FOUR,GREEN,FORD,AZ,FORD.ESCORT
TRAIN,5012,15,NO,54651,FAMILY.MEDIUM,Domestic,5,FIVE,GREEN,FORD,TX,FORD.TAURUS
TRAIN,3210,1,NO,59240,FAMILY.SMALL,Import,4,FOUR,WHITE,OTHER,NM,SUZUKI.ESTEEM
TRAIN,6148,3,NO,45068,FAMILY.MEDIUM,Domestic,3,ONE-THREE,GOLD,FORD,GA,FORD.CONTOUR
TRAIN,5203,157,YES,63996,FAMILY.MEDIUM,Import,7,SEVEN+,WHITE,MAZDA,AZ,MAZDA.PROTEGE
TRAIN,5354,72,NO,63680,FAMILY.MEDIUM,Domestic,4,FOUR,WHITE,BUICK,TX,BUICK.CENTURY
TRAIN,5029,111,YES,63726,FAMILY.SMALL,Domestic,6,SIX,RED,PONTIAC,FL,PONTIAC.GRAND AM
TRAIN,4497,16,NO,76428,FAMILY.MEDIUM,Domestic,5,FIVE,WHITE,BUICK,FL,BUICK.SKYLARK
TRAIN,3951,17,NO,92828,FAMILY.LARGE,Domestic,8,SEVEN+,WHITE,PONTIAC,FL,PONTIAC.BONNEVILLE
TRAIN,4391,22,NO,74516,ECONOMY,Domestic,3,ONE-THREE,SILVER,FORD,TX,FORD.ESCORT
TRAIN,6164,6,NO,67656,FAMILY.SMALL,Import,6,SIX,GREEN,MAZDA,FL,MAZDA.626
TRAIN,5982,159,YES,72454,FAMILY.SMALL,Domestic,6,SIX,GREEN,PONTIAC,VA,PONTIAC.GRAND AM
TRAIN,5754,14,NO,57242,FAMILY.LARGE,Domestic,4,FOUR,GOLD,FORD,TX,FORD.CONTOUR
TRAIN,3755,78,NO,80752,FAMILY.LARGE,Domestic,10,SEVEN+,GOLD,OLDSMOBILE,NV,OLDSMOBILE.88
TRAIN,4035,9,NO,92940,FAMILY.LARGE,Domestic,6,SIX,WHITE,CHEVROLET,TX,CHEVROLET.LUMINA
TRAIN,6181,2,NO,66605,FAMILY.MEDIUM,Domestic,4,FOUR,PURPLE,BUICK,GA,BUICK.CENTURY
TRAIN,4059,59,NO,94991,FAMILY.MEDIUM,Domestic,7,SEVEN+,SILVER,CHRYSLER,AZ,CHRYSLER.NEW YORKER
TRAIN,6455,99,YES,54059,LUXURY,Import,5,FIVE,PURPLE,NISSAN,NV,NISSAN.ALTIMA
TRAIN,3726,2,NO,64223,FAMILY.SMALL,Domestic,5,FIVE,WHITE,DODGE,CA,DODGE.NEON
TRAIN,4244,93,YES,71459,ECONOMY,Domestic,4,FOUR,BLACK,DODGE,CA,DODGE.NEON
TRAIN,5684,13,NO,76550,LUXURY,Import,9,SEVEN+,RED,TOYOTA,CA,TOYOTA.CAMRY
TRAIN,4679,91,YES,97975,FAMILY.MEDIUM,Domestic,7,SEVEN+,GOLD,PONTIAC,FL,PONTIAC.BONNEVILLE
TRAIN,5631,3,NO,60724,FAMILY.MEDIUM,Domestic,5,FIVE,WHITE,BUICK,NM,BUICK.SKYLARK
TRAIN,4335,3,NO,34731,ECONOMY,Import,3,ONE-THREE,RED,KIA,TX,KIA.SEPHIA
TRAIN,4457,7,NO,59786,FAMILY.MEDIUM,Domestic,5,FIVE,WHITE,FORD,TX,FORD.TAURUS
TRAIN,4577,33,NO,82628,FAMILY.MEDIUM,Domestic,5,FIVE,GREEN,OLDSMOBILE,VA,OLDSMOBILE.CUTLASS SUPREME
TRAIN,5449,39,NO,68248,FAMILY.MEDIUM,Domestic,5,FIVE,BLUE,FORD,FL,FORD.TAURUS
TRAIN,5843,41,NO,59765,FAMILY.MEDIUM,Domestic,3,ONE-THREE,GREEN,CHEVROLET,GA,CHEVROLET.MALIBU
TRAIN,6792,3,NO,71273,FAMILY.LARGE,Domestic,3,ONE-THREE,SILVER,DODGE,TX,DODGE.INTREPID
TRAIN,6011,21,NO,75174,FAMILY.MEDIUM,Domestic,6,SIX,WHITE,BUICK,AZ,BUICK.PARK AVENUE
TRAIN,5919,138,YES,101415,FAMILY.LARGE,Domestic,6,SIX,SILVER,OLDSMOBILE,FL,OLDSMOBILE.88
TRAIN,6601,83,NO,65191,LUXURY,Import,5,FIVE,SILVER,NISSAN,CA,NISSAN.ALTIMA
TRAIN,3716,5,NO,84934,FAMILY.MEDIUM,Domestic,7,SEVEN+,WHITE,CHEVROLET,NV,CHEVROLET.LUMINA
TRAIN,4894,71,NO,88030,FAMILY.SMALL,Import,7,SEVEN+,GREEN,TOYOTA,CA,TOYOTA.COROLLA
TRAIN,5276,16,NO,87982,FAMILY.MEDIUM,Domestic,4,FOUR,RED,PONTIAC,VA,PONTIAC.GRAND PRIX
TRAIN,6210,10,NO,5732,FAMILY.SMALL,Import,1,ONE-THREE,PURPLE,KIA,CA,KIA.SEPHIA
TRAIN,4398,178,YES,80747,ECONOMY,Domestic,5,FIVE,PURPLE,PLYMOUTH,NV,PLYMOUTH.NEON
TRAIN,3155,154,YES,81556,FAMILY.MEDIUM,Domestic,9,SEVEN+,RED,PONTIAC,FL,PONTIAC.GRAND PRIX
TRAIN,4353,7,NO,61421,FAMILY.SMALL,Domestic,5,FIVE,BLUE,FORD,CA,FORD.CONTOUR
TRAIN,5809,171,YES,72535,FAMILY.MEDIUM,Domestic,5,FIVE,BLUE,CHEVROLET,AZ,CHEVROLET.LUMINA
TRAIN,3745,1,NO,78257,FAMILY.LARGE,Domestic,9,SEVEN+,SILVER,OLDSMOBILE,GA,OLDSMOBILE.88
TRAIN,5015,94,YES,94775,FAMILY.SMALL,Import,5,FIVE,SILVER,NISSAN,CA,NISSAN.SENTRA
TRAIN,4030,155,YES,55070,FAMILY.SMALL,Import,6,SIX,BLUE,GEO,AZ,GEO.METRO
TRAIN,5112,24,NO,88322,LUXURY,Domestic,6,SIX,GOLD,PONTIAC,CA,PONTIAC.BONNEVILLE
TRAIN,5498,34,NO,60212,ECONOMY,Domestic,2,ONE-THREE,GREEN,PLYMOUTH,TX,PLYMOUTH.NEON
TRAIN,5453,0,NO,77170,FAMILY.MEDIUM,Domestic,3,ONE-THREE,SILVER,CHEVROLET,GA,CHEVROLET.MALIBU
TRAIN,3777,2,NO,78129,FAMILY.MEDIUM,Domestic,8,SEVEN+,BLUE,PONTIAC,FL,PONTIAC.BONNEVILLE
TRAIN,5051,3,NO,78998,FAMILY.LARGE,Domestic,7,SEVEN+,BLACK,BUICK,VA,BUICK.LESABRE
TRAIN,4160,104,YES,72267,FAMILY.SMALL,Import,7,SEVEN+,GREEN,GEO,TX,GEO.PRIZM
TRAIN,6006,9,NO,65301,LUXURY,Import,4,FOUR,WHITE,NISSAN,CA,NISSAN.ALTIMA
TRAIN,3860,7,NO,78555,FAMILY.SMALL,Import,7,SEVEN+,GREEN,MAZDA,FL,MAZDA.PROTEGE
TRAIN,4910,97,YES,109337,FAMILY.MEDIUM,Import,9,SEVEN+,PURPLE,TOYOTA,AZ,TOYOTA.COROLLA
TRAIN,6191,12,NO,48728,LUXURY,Import,6,SIX,GOLD,NISSAN,CA,NISSAN.ALTIMA
TRAIN,4165,2,NO,65992,FAMILY.MEDIUM,Domestic,5,FIVE,GREEN,FORD,NV,FORD.CONTOUR
TRAIN,7010,44,NO,79886,FAMILY.MEDIUM,Domestic,3,ONE-THREE,GREEN,PONTIAC,VA,PONTIAC.GRAND PRIX
TRAIN,3647,23,NO,66159,FAMILY.LARGE,Domestic,8,SEVEN+,BLACK,CHEVROLET,CA,CHEVROLET.LUMINA
TRAIN,4419,28,NO,65198,FAMILY.SMALL,Domestic,4,FOUR,GREEN,CHEVROLET,FL,CHEVROLET.CAVALIER
TRAIN,2156,39,NO,67711,FAMILY.LARGE,Domestic,10,SEVEN+,WHITE,FORD,CA,FORD.TAURUS
TRAIN,6362,16,NO,75075,LUXURY,Domestic,7,SEVEN+,GREEN,OLDSMOBILE,TX,OLDSMOBILE.AURORA
TRAIN,5089,10,NO,89453,ECONOMY,Domestic,8,SEVEN+,SILVER,BUICK,TX,BUICK.REGAL
TRAIN,5276,38,NO,67059,FAMILY.LARGE,Domestic,4,FOUR,BLUE,CHEVROLET,CA,CHEVROLET.LUMINA
TRAIN,5288,11,NO,76385,FAMILY.LARGE,Domestic,5,FIVE,SILVER,CHRYSLER,CA,CHRYSLER.CONCORDE
TRAIN,4019,11,NO,75283,ECONOMY,Import,6,SIX,RED,GEO,CA,GEO.PRIZM
TRAIN,5898,16,NO,68725,FAMILY.MEDIUM,Domestic,3,ONE-THREE,GOLD,DODGE,AZ,DODGE.STRATUS
TRAIN,4442,75,NO,72681,FAMILY.SMALL,Import,8,SEVEN+,PURPLE,GEO,FL,GEO.PRIZM
TRAIN,5159,11,NO,88130,LUXURY,Import,7,SEVEN+,GREEN,TOYOTA,FL,TOYOTA.CAMRY
TRAIN,6178,4,NO,82698,LUXURY,Import,6,SIX,SILVER,TOYOTA,GA,TOYOTA.CAMRY
TRAIN,3617,143,YES,79947,ECONOMY,Domestic,6,SIX,GREEN,CHEVROLET,NV,CHEVROLET.CORSICA
TRAIN,5018,144,YES,75954,FAMILY.MEDIUM,Domestic,5,FIVE,WHITE,OLDSMOBILE,FL,OLDSMOBILE.ACHIEVA
TRAIN,4080,13,NO,79703,FAMILY.MEDIUM,Domestic,8,SEVEN+,WHITE,CHRYSLER,AZ,CHRYSLER.CONCORDE
TRAIN,5687,7,NO,55744,FAMILY.MEDIUM,Import,5,FIVE,BLACK,NISSAN,AZ,NISSAN.SENTRA
TRAIN,3715,13,NO,53123,FAMILY.MEDIUM,Domestic,9,SEVEN+,BLUE,OTHER,AZ,EAGLE.VISION
TRAIN,4968,113,YES,76459,ECONOMY,Domestic,5,FIVE,BLUE,PLYMOUTH,TX,PLYMOUTH.NEON
TRAIN,5330,15,NO,86336,LUXURY,Import,6,SIX,BLUE,HONDA,FL,HONDA.CIVIC
TRAIN,5898,11,NO,77424,FAMILY.LARGE,Domestic,4,FOUR,PURPLE,BUICK,TX,BUICK.CENTURY
TRAIN,5910,184,YES,58779,ECONOMY,Import,4,FOUR,PURPLE,HYUNDAI,TX,HYUNDAI.ACCENT
TRAIN,6450,17,NO,90146,LUXURY,Import,7,SEVEN+,GOLD,TOYOTA,TX,TOYOTA.CAMRY
TRAIN,4483,97,YES,85943,FAMILY.SMALL,Import,5,FIVE,BLACK,MAZDA,NM,MAZDA.PROTEGE
TRAIN,4323,69,NO,65710,FAMILY.MEDIUM,Domestic,6,SIX,BLUE,FORD,AZ,FORD.CONTOUR
TRAIN,4446,24,NO,90942,FAMILY.MEDIUM,Import,8,SEVEN+,SILVER,NISSAN,CA,NISSAN.SENTRA
TRAIN,5145,8,NO,69035,ECONOMY,Import,4,FOUR,SILVER,NISSAN,TX,NISSAN.SENTRA
TRAIN,4074,20,NO,89655,FAMILY.MEDIUM,Domestic,5,FIVE,WHITE,CHEVROLET,FL,CHEVROLET.LUMINA
TRAIN,2829,147,YES,84466,FAMILY.MEDIUM,Domestic,8,SEVEN+,PURPLE,CHEVROLET,AZ,CHEVROLET.CORSICA
TRAIN,5278,16,NO,69665,FAMILY.LARGE,Domestic,4,FOUR,GREEN,FORD,TX,FORD.CONTOUR
TRAIN,5561,11,NO,56628,FAMILY.MEDIUM,Import,5,FIVE,WHITE,MAZDA,CA,MAZDA.626
TRAIN,4130,11,NO,61643,FAMILY.MEDIUM,Domestic,7,SEVEN+,BLUE,PONTIAC,VA,PONTIAC.GRAND PRIX
TRAIN,6177,6,NO,74331,LUXURY,Domestic,5,FIVE,SILVER,PONTIAC,GA,PONTIAC.BONNEVILLE
TRAIN,4952,126,YES,65618,ECONOMY,Domestic,5,FIVE,PURPLE,PLYMOUTH,CA,PLYMOUTH.NEON
TRAIN,3953,51,NO,77347,FAMILY.SMALL,Import,6,SIX,GOLD,GEO,TX,GEO.PRIZM
TRAIN,4722,2,NO,82238,FAMILY.MEDIUM,Domestic,6,SIX,GREEN,PONTIAC,NM,PONTIAC.GRAND AM
TRAIN,4045,127,YES,68415,FAMILY.MEDIUM,Domestic,8,SEVEN+,GOLD,BUICK,AZ,BUICK.CENTURY
TRAIN,4237,80,NO,44683,FAMILY.MEDIUM,Domestic,7,SEVEN+,GREEN,FORD,AZ,FORD.TAURUS
TRAIN,4724,7,NO,75115,FAMILY.LARGE,Domestic,5,FIVE,WHITE,PLYMOUTH,CA,PLYMOUTH.BREEZE
TRAIN,5546,3,NO,81140,FAMILY.MEDIUM,Domestic,4,FOUR,SILVER,BUICK,GA,BUICK.CENTURY
TRAIN,5531,152,YES,65424,FAMILY.MEDIUM,Domestic,7,SEVEN+,GOLD,OLDSMOBILE,VA,OLDSMOBILE.CUTLASS SUPREME
TRAIN,4313,88,NO,58231,FAMILY.SMALL,Import,5,FIVE,GREEN,GEO,TX,GEO.PRIZM
TRAIN,3973,45,NO,70033,FAMILY.SMALL,Domestic,5,FIVE,WHITE,FORD,CA,FORD.ESCORT
TRAIN,4987,4,NO,60964,FAMILY.MEDIUM,Domestic,5,FIVE,SILVER,PLYMOUTH,TX,PLYMOUTH.BREEZE
TRAIN,4768,44,NO,108253,FAMILY.MEDIUM,Import,7,SEVEN+,SILVER,TOYOTA,AZ,TOYOTA.COROLLA
TRAIN,4187,17,NO,63287,FAMILY.MEDIUM,Domestic,5,FIVE,PURPLE,CHEVROLET,VA,CHEVROLET.LUMINA
TRAIN,5329,25,NO,84989,FAMILY.MEDIUM,Domestic,4,FOUR,GOLD,BUICK,TX,BUICK.CENTURY
TRAIN,6897,87,NO,85022,LUXURY,Domestic,6,SIX,SILVER,CADILLAC,TX,CADILLAC.DEVILLE
