id,profile,setid,position,brand,compat,perform,reliab,learn,price,choice,buy
153,1,1,Top-Left,Sun,1,4,2,8,8,0,0
153,2,1,Top-Right,Apple,7,3,1,6,3,0,0
153,3,1,Bottom-Left,IBM,6,1,2,4,4,1,0
153,4,1,Bottom-Right,Compaq,8,3,2,2,7,0,0
153,5,2,Top-Left,Gateway,4,2,2,2,2,0,0
153,6,2,Top-Right,Sony,8,4,1,5,8,0,0
153,7,2,Bottom-Left,Sun,1,1,2,7,3,0,0
153,8,2,Bottom-Right,Dell,5,3,1,4,5,1,1
153,9,3,Top-Left,Dell,4,4,1,6,7,0,0
153,10,3,Top-Right,Sony,7,2,2,2,6,0,0
153,11,3,Bottom-Left,Apple,3,3,2,8,2,0,0
153,12,3,Bottom-Right,HP,8,1,1,2,5,1,1
153,13,4,Top-Left,Compaq,6,2,1,6,5,0,0
153,14,4,Top-Right,IBM,5,4,1,2,3,0,0
153,15,4,Bottom-Left,HP,7,3,2,7,1,1,0
153,16,4,Bottom-Right,Apple,2,1,1,4,7,0,0
153,17,5,Top-Left,Sony,6,1,1,8,3,0,0
153,18,5,Top-Right,Compaq,5,4,2,3,1,0,0
153,19,5,Bottom-Left,Dell,1,3,2,2,8,0,0
153,20,5,Bottom-Right,Gateway,8,2,1,1,1,1,1
153,21,6,Top-Left,IBM,1,4,2,4,2,0,0
153,22,6,Top-Right,Dell,8,4,2,8,6,0,0
153,23,6,Bottom-Left,Sun,4,2,1,3,4,1,0
153,24,6,Bottom-Right,Gateway,6,3,1,1,8,0,0
153,25,7,Top-Left,HP,2,4,2,1,3,0,0
153,26,7,Top-Right,Compaq,7,2,1,2,5,1,0
153,27,7,Bottom-Left,Sony,1,3,1,3,6,0,0
153,28,7,Bottom-Right,IBM,6,2,2,7,7,0,0
153,29,8,Top-Left,Dell,6,1,2,5,1,1,1
153,30,8,Top-Right,HP,5,2,2,6,6,0,0
153,31,8,Bottom-Left,Gateway,2,3,2,3,5,0,0
153,32,8,Bottom-Right,Compaq,1,4,1,1,4,0,0
153,33,9,Top-Left,Apple,1,2,2,5,5,0,0
153,34,9,Top-Right,Gateway,3,4,1,7,6,0,0
153,35,9,Bottom-Left,IBM,7,1,1,3,8,0,0
153,36,9,Bottom-Right,Sony,5,3,2,1,7,1,0
153,37,10,Top-Left,HP,4,1,2,4,8,0,0
153,38,10,Top-Right,Dell,8,3,2,1,2,1,1
153,39,10,Bottom-Left,IBM,2,2,1,5,6,0,0
153,40,10,Bottom-Right,Sun,7,4,1,8,5,0,0
153,41,11,Top-Left,Compaq,4,3,2,5,3,0,0
153,42,11,Top-Right,Sun,3,4,2,6,8,0,0
153,43,11,Bottom-Left,Gateway,5,1,2,8,4,0,0
153,44,11,Bottom-Right,HP,6,4,1,3,2,1,0
153,45,12,Top-Left,IBM,8,3,2,6,4,1,1
153,46,12,Top-Right,Gateway,7,4,2,5,7,0,0
153,47,12,Bottom-Left,Sony,3,2,1,2,1,0,0
153,48,12,Bottom-Right,Apple,4,1,1,1,6,0,0
153,49,13,Top-Left,Sun,5,1,1,5,2,0,0
153,50,13,Top-Right,Apple,6,4,2,2,4,1,0
153,51,13,Bottom-Left,Dell,3,2,2,3,3,0,0
153,52,13,Bottom-Right,IBM,4,3,1,8,1,0,0
153,53,14,Top-Left,Sony,4,4,2,7,5,1,0
153,54,14,Top-Right,HP,3,3,1,5,4,0,0
153,55,14,Bottom-Left,Compaq,2,2,2,8,8,0,0
153,56,14,Bottom-Right,Gateway,1,1,1,6,1,0,0
153,57,15,Top-Left,Apple,5,2,1,7,8,0,0
153,58,15,Top-Right,Sun,6,3,2,4,6,0,0
153,59,15,Bottom-Left,HP,1,2,1,8,7,0,0
153,60,15,Bottom-Right,Sony,2,1,2,6,2,1,0
153,61,16,Top-Left,Gateway,8,2,1,4,3,1,1
153,62,16,Top-Right,IBM,3,1,2,1,5,0,0
153,63,16,Bottom-Left,Compaq,5,4,2,3,1,0,0
153,64,16,Bottom-Right,Dell,2,1,1,7,4,0,0
159,1,1,Top-Left,Sun,1,4,2,8,8,0,0
159,2,1,Top-Right,Apple,7,3,1,6,3,1,0
159,3,1,Bottom-Left,IBM,6,1,2,4,4,0,0
159,4,1,Bottom-Right,Compaq,8,3,2,2,7,0,0
159,5,2,Top-Left,Gateway,4,2,2,2,2,0,0
159,6,2,Top-Right,Sony,8,4,1,5,8,1,0
159,7,2,Bottom-Left,Sun,1,1,2,7,3,0,0
159,8,2,Bottom-Right,Dell,5,3,1,4,5,0,0
159,9,3,Top-Left,Dell,4,4,1,6,7,0,0
159,10,3,Top-Right,Sony,7,2,2,2,6,0,0
159,11,3,Bottom-Left,Apple,3,3,2,8,2,1,0
159,12,3,Bottom-Right,HP,8,1,1,2,5,0,0
159,13,4,Top-Left,Compaq,6,2,1,6,5,0,0
159,14,4,Top-Right,IBM,5,4,1,2,3,0,0
159,15,4,Bottom-Left,HP,7,3,2,7,1,1,1
159,16,4,Bottom-Right,Apple,2,1,1,4,7,0,0
159,17,5,Top-Left,Sony,6,1,1,8,3,0,0
159,18,5,Top-Right,Compaq,5,4,2,3,1,0,0
159,19,5,Bottom-Left,Dell,1,3,2,2,8,0,0
159,20,5,Bottom-Right,Gateway,8,2,1,1,1,1,1
159,21,6,Top-Left,IBM,1,4,2,4,2,0,0
159,22,6,Top-Right,Dell,8,4,2,8,6,1,0
159,23,6,Bottom-Left,Sun,4,2,1,3,4,0,0
159,24,6,Bottom-Right,Gateway,6,3,1,1,8,0,0
159,25,7,Top-Left,HP,2,4,2,1,3,0,0
159,26,7,Top-Right,Compaq,7,2,1,2,5,1,0
159,27,7,Bottom-Left,Sony,1,3,1,3,6,0,0
159,28,7,Bottom-Right,IBM,6,2,2,7,7,0,0
159,29,8,Top-Left,Dell,6,1,2,5,1,1,1
159,30,8,Top-Right,HP,5,2,2,6,6,0,0
159,31,8,Bottom-Left,Gateway,2,3,2,3,5,0,0
159,32,8,Bottom-Right,Compaq,1,4,1,1,4,0,0
159,33,9,Top-Left,Apple,1,2,2,5,5,0,0
159,34,9,Top-Right,Gateway,3,4,1,7,6,0,0
159,35,9,Bottom-Left,IBM,7,1,1,3,8,0,0
159,36,9,Bottom-Right,Sony,5,3,2,1,7,1,0
159,37,10,Top-Left,HP,4,1,2,4,8,0,0
159,38,10,Top-Right,Dell,8,3,2,1,2,1,1
159,39,10,Bottom-Left,IBM,2,2,1,5,6,0,0
159,40,10,Bottom-Right,Sun,7,4,1,8,5,0,0
159,41,11,Top-Left,Compaq,4,3,2,5,3,1,0
159,42,11,Top-Right,Sun,3,4,2,6,8,0,0
159,43,11,Bottom-Left,Gateway,5,1,2,8,4,0,0
159,44,11,Bottom-Right,HP,6,4,1,3,2,0,0
159,45,12,Top-Left,IBM,8,3,2,6,4,1,1
159,46,12,Top-Right,Gateway,7,4,2,5,7,0,0
159,47,12,Bottom-Left,Sony,3,2,1,2,1,0,0
159,48,12,Bottom-Right,Apple,4,1,1,1,6,0,0
159,49,13,Top-Left,Sun,5,1,1,5,2,0,0
159,50,13,Top-Right,Apple,6,4,2,2,4,1,0
159,51,13,Bottom-Left,Dell,3,2,2,3,3,0,0
159,52,13,Bottom-Right,IBM,4,3,1,8,1,0,0
159,53,14,Top-Left,Sony,4,4,2,7,5,1,0
159,54,14,Top-Right,HP,3,3,1,5,4,0,0
159,55,14,Bottom-Left,Compaq,2,2,2,8,8,0,0
159,56,14,Bottom-Right,Gateway,1,1,1,6,1,0,0
159,57,15,Top-Left,Apple,5,2,1,7,8,0,0
159,58,15,Top-Right,Sun,6,3,2,4,6,0,0
159,59,15,Bottom-Left,HP,1,2,1,8,7,0,0
159,60,15,Bottom-Right,Sony,2,1,2,6,2,1,1
159,61,16,Top-Left,Gateway,8,2,1,4,3,0,0
159,62,16,Top-Right,IBM,3,1,2,1,5,0,0
159,63,16,Bottom-Left,Compaq,5,4,2,3,1,1,0
159,64,16,Bottom-Right,Dell,2,1,1,7,4,0,0
160,1,1,Top-Left,Sun,1,4,2,8,8,0,0
160,2,1,Top-Right,Apple,7,3,1,6,3,1,1
160,3,1,Bottom-Left,IBM,6,1,2,4,4,0,0
160,4,1,Bottom-Right,Compaq,8,3,2,2,7,0,0
160,5,2,Top-Left,Gateway,4,2,2,2,2,0,0
160,6,2,Top-Right,Sony,8,4,1,5,8,1,1
160,7,2,Bottom-Left,Sun,1,1,2,7,3,0,0
160,8,2,Bottom-Right,Dell,5,3,1,4,5,0,0
160,9,3,Top-Left,Dell,4,4,1,6,7,0,0
160,10,3,Top-Right,Sony,7,2,2,2,6,0,0
160,11,3,Bottom-Left,Apple,3,3,2,8,2,1,1
160,12,3,Bottom-Right,HP,8,1,1,2,5,0,0
160,13,4,Top-Left,Compaq,6,2,1,6,5,0,0
160,14,4,Top-Right,IBM,5,4,1,2,3,1,1
160,15,4,Bottom-Left,HP,7,3,2,7,1,0,0
160,16,4,Bottom-Right,Apple,2,1,1,4,7,0,0
160,17,5,Top-Left,Sony,6,1,1,8,3,1,1
160,18,5,Top-Right,Compaq,5,4,2,3,1,0,0
160,19,5,Bottom-Left,Dell,1,3,2,2,8,0,0
160,20,5,Bottom-Right,Gateway,8,2,1,1,1,0,0
160,21,6,Top-Left,IBM,1,4,2,4,2,1,1
160,22,6,Top-Right,Dell,8,4,2,8,6,0,0
160,23,6,Bottom-Left,Sun,4,2,1,3,4,0,0
160,24,6,Bottom-Right,Gateway,6,3,1,1,8,0,0
160,25,7,Top-Left,HP,2,4,2,1,3,0,0
160,26,7,Top-Right,Compaq,7,2,1,2,5,0,0
160,27,7,Bottom-Left,Sony,1,3,1,3,6,1,1
160,28,7,Bottom-Right,IBM,6,2,2,7,7,0,0
160,29,8,Top-Left,Dell,6,1,2,5,1,0,0
160,30,8,Top-Right,HP,5,2,2,6,6,1,1
160,31,8,Bottom-Left,Gateway,2,3,2,3,5,0,0
160,32,8,Bottom-Right,Compaq,1,4,1,1,4,0,0
160,33,9,Top-Left,Apple,1,2,2,5,5,1,1
160,34,9,Top-Right,Gateway,3,4,1,7,6,0,0
160,35,9,Bottom-Left,IBM,7,1,1,3,8,0,0
160,36,9,Bottom-Right,Sony,5,3,2,1,7,0,0
160,37,10,Top-Left,HP,4,1,2,4,8,0,0
160,38,10,Top-Right,Dell,8,3,2,1,2,0,0
160,39,10,Bottom-Left,IBM,2,2,1,5,6,1,1
160,40,10,Bottom-Right,Sun,7,4,1,8,5,0,0
160,41,11,Top-Left,Compaq,4,3,2,5,3,0,0
160,42,11,Top-Right,Sun,3,4,2,6,8,0,0
160,43,11,Bottom-Left,Gateway,5,1,2,8,4,1,1
160,44,11,Bottom-Right,HP,6,4,1,3,2,0,0
160,45,12,Top-Left,IBM,8,3,2,6,4,1,1
160,46,12,Top-Right,Gateway,7,4,2,5,7,0,0
160,47,12,Bottom-Left,Sony,3,2,1,2,1,0,0
160,48,12,Bottom-Right,Apple,4,1,1,1,6,0,0
160,49,13,Top-Left,Sun,5,1,1,5,2,0,0
160,50,13,Top-Right,Apple,6,4,2,2,4,0,0
160,51,13,Bottom-Left,Dell,3,2,2,3,3,0,0
160,52,13,Bottom-Right,IBM,4,3,1,8,1,1,1
160,53,14,Top-Left,Sony,4,4,2,7,5,1,1
160,54,14,Top-Right,HP,3,3,1,5,4,0,0
160,55,14,Bottom-Left,Compaq,2,2,2,8,8,0,0
160,56,14,Bottom-Right,Gateway,1,1,1,6,1,0,0
160,57,15,Top-Left,Apple,5,2,1,7,8,1,1
160,58,15,Top-Right,Sun,6,3,2,4,6,0,0
160,59,15,Bottom-Left,HP,1,2,1,8,7,0,0
160,60,15,Bottom-Right,Sony,2,1,2,6,2,0,0
160,61,16,Top-Left,Gateway,8,2,1,4,3,0,0
160,62,16,Top-Right,IBM,3,1,2,1,5,1,1
160,63,16,Bottom-Left,Compaq,5,4,2,3,1,0,0
160,64,16,Bottom-Right,Dell,2,1,1,7,4,0,0
163,1,1,Top-Left,Sun,1,4,2,8,8,0,0
163,2,1,Top-Right,Apple,7,3,1,6,3,0,0
163,3,1,Bottom-Left,IBM,6,1,2,4,4,0,0
163,4,1,Bottom-Right,Compaq,8,3,2,2,7,1,1
163,5,2,Top-Left,Gateway,4,2,2,2,2,1,1
163,6,2,Top-Right,Sony,8,4,1,5,8,0,0
163,7,2,Bottom-Left,Sun,1,1,2,7,3,0,0
163,8,2,Bottom-Right,Dell,5,3,1,4,5,0,0
163,9,3,Top-Left,Dell,4,4,1,6,7,0,0
163,10,3,Top-Right,Sony,7,2,2,2,6,0,0
163,11,3,Bottom-Left,Apple,3,3,2,8,2,0,0
163,12,3,Bottom-Right,HP,8,1,1,2,5,1,1
163,13,4,Top-Left,Compaq,6,2,1,6,5,0,0
163,14,4,Top-Right,IBM,5,4,1,2,3,0,0
163,15,4,Bottom-Left,HP,7,3,2,7,1,1,1
163,16,4,Bottom-Right,Apple,2,1,1,4,7,0,0
163,17,5,Top-Left,Sony,6,1,1,8,3,0,0
163,18,5,Top-Right,Compaq,5,4,2,3,1,0,0
163,19,5,Bottom-Left,Dell,1,3,2,2,8,0,0
163,20,5,Bottom-Right,Gateway,8,2,1,1,1,1,1
163,21,6,Top-Left,IBM,1,4,2,4,2,0,0
163,22,6,Top-Right,Dell,8,4,2,8,6,1,0
163,23,6,Bottom-Left,Sun,4,2,1,3,4,0,0
163,24,6,Bottom-Right,Gateway,6,3,1,1,8,0,0
163,25,7,Top-Left,HP,2,4,2,1,3,0,0
163,26,7,Top-Right,Compaq,7,2,1,2,5,0,0
163,27,7,Bottom-Left,Sony,1,3,1,3,6,0,0
163,28,7,Bottom-Right,IBM,6,2,2,7,7,1,1
163,29,8,Top-Left,Dell,6,1,2,5,1,0,0
163,30,8,Top-Right,HP,5,2,2,6,6,1,1
163,31,8,Bottom-Left,Gateway,2,3,2,3,5,0,0
163,32,8,Bottom-Right,Compaq,1,4,1,1,4,0,0
163,33,9,Top-Left,Apple,1,2,2,5,5,0,0
163,34,9,Top-Right,Gateway,3,4,1,7,6,0,0
163,35,9,Bottom-Left,IBM,7,1,1,3,8,0,0
163,36,9,Bottom-Right,Sony,5,3,2,1,7,1,1
163,37,10,Top-Left,HP,4,1,2,4,8,0,0
163,38,10,Top-Right,Dell,8,3,2,1,2,1,0
163,39,10,Bottom-Left,IBM,2,2,1,5,6,0,0
163,40,10,Bottom-Right,Sun,7,4,1,8,5,0,0
163,41,11,Top-Left,Compaq,4,3,2,5,3,0,0
163,42,11,Top-Right,Sun,3,4,2,6,8,0,0
163,43,11,Bottom-Left,Gateway,5,1,2,8,4,0,0
163,44,11,Bottom-Right,HP,6,4,1,3,2,1,1
163,45,12,Top-Left,IBM,8,3,2,6,4,0,0
163,46,12,Top-Right,Gateway,7,4,2,5,7,1,1
163,47,12,Bottom-Left,Sony,3,2,1,2,1,0,0
163,48,12,Bottom-Right,Apple,4,1,1,1,6,0,0
163,49,13,Top-Left,Sun,5,1,1,5,2,0,0
163,50,13,Top-Right,Apple,6,4,2,2,4,1,1
163,51,13,Bottom-Left,Dell,3,2,2,3,3,0,0
163,52,13,Bottom-Right,IBM,4,3,1,8,1,0,0
163,53,14,Top-Left,Sony,4,4,2,7,5,0,0
163,54,14,Top-Right,HP,3,3,1,5,4,1,1
163,55,14,Bottom-Left,Compaq,2,2,2,8,8,0,0
163,56,14,Bottom-Right,Gateway,1,1,1,6,1,0,0
163,57,15,Top-Left,Apple,5,2,1,7,8,0,0
163,58,15,Top-Right,Sun,6,3,2,4,6,0,0
163,59,15,Bottom-Left,HP,1,2,1,8,7,0,0
163,60,15,Bottom-Right,Sony,2,1,2,6,2,1,0
163,61,16,Top-Left,Gateway,8,2,1,4,3,0,0
163,62,16,Top-Right,IBM,3,1,2,1,5,0,0
163,63,16,Bottom-Left,Compaq,5,4,2,3,1,1,1
163,64,16,Bottom-Right,Dell,2,1,1,7,4,0,0
165,1,1,Top-Left,Sun,1,4,2,8,8,0,0
165,2,1,Top-Right,Apple,7,3,1,6,3,0,0
165,3,1,Bottom-Left,IBM,6,1,2,4,4,1,1
165,4,1,Bottom-Right,Compaq,8,3,2,2,7,0,0
165,5,2,Top-Left,Gateway,4,2,2,2,2,1,1
165,6,2,Top-Right,Sony,8,4,1,5,8,0,0
165,7,2,Bottom-Left,Sun,1,1,2,7,3,0,0
165,8,2,Bottom-Right,Dell,5,3,1,4,5,0,0
165,9,3,Top-Left,Dell,4,4,1,6,7,0,0
165,10,3,Top-Right,Sony,7,2,2,2,6,0,0
165,11,3,Bottom-Left,Apple,3,3,2,8,2,0,0
165,12,3,Bottom-Right,HP,8,1,1,2,5,1,1
165,13,4,Top-Left,Compaq,6,2,1,6,5,0,0
165,14,4,Top-Right,IBM,5,4,1,2,3,1,1
165,15,4,Bottom-Left,HP,7,3,2,7,1,0,0
165,16,4,Bottom-Right,Apple,2,1,1,4,7,0,0
165,17,5,Top-Left,Sony,6,1,1,8,3,0,0
165,18,5,Top-Right,Compaq,5,4,2,3,1,0,0
165,19,5,Bottom-Left,Dell,1,3,2,2,8,0,0
165,20,5,Bottom-Right,Gateway,8,2,1,1,1,1,1
165,21,6,Top-Left,IBM,1,4,2,4,2,0,0
165,22,6,Top-Right,Dell,8,4,2,8,6,0,0
165,23,6,Bottom-Left,Sun,4,2,1,3,4,0,0
165,24,6,Bottom-Right,Gateway,6,3,1,1,8,1,1
165,25,7,Top-Left,HP,2,4,2,1,3,1,1
165,26,7,Top-Right,Compaq,7,2,1,2,5,0,0
165,27,7,Bottom-Left,Sony,1,3,1,3,6,0,0
165,28,7,Bottom-Right,IBM,6,2,2,7,7,0,0
165,29,8,Top-Left,Dell,6,1,2,5,1,0,0
165,30,8,Top-Right,HP,5,2,2,6,6,0,0
165,31,8,Bottom-Left,Gateway,2,3,2,3,5,1,1
165,32,8,Bottom-Right,Compaq,1,4,1,1,4,0,0
165,33,9,Top-Left,Apple,1,2,2,5,5,0,0
165,34,9,Top-Right,Gateway,3,4,1,7,6,0,0
165,35,9,Bottom-Left,IBM,7,1,1,3,8,0,0
165,36,9,Bottom-Right,Sony,5,3,2,1,7,1,0
165,37,10,Top-Left,HP,4,1,2,4,8,0,0
165,38,10,Top-Right,Dell,8,3,2,1,2,1,0
165,39,10,Bottom-Left,IBM,2,2,1,5,6,0,0
165,40,10,Bottom-Right,Sun,7,4,1,8,5,0,0
165,41,11,Top-Left,Compaq,4,3,2,5,3,0,0
165,42,11,Top-Right,Sun,3,4,2,6,8,0,0
165,43,11,Bottom-Left,Gateway,5,1,2,8,4,1,1
165,44,11,Bottom-Right,HP,6,4,1,3,2,0,0
165,45,12,Top-Left,IBM,8,3,2,6,4,0,0
165,46,12,Top-Right,Gateway,7,4,2,5,7,1,1
165,47,12,Bottom-Left,Sony,3,2,1,2,1,0,0
165,48,12,Bottom-Right,Apple,4,1,1,1,6,0,0
165,49,13,Top-Left,Sun,5,1,1,5,2,0,0
165,50,13,Top-Right,Apple,6,4,2,2,4,1,1
165,51,13,Bottom-Left,Dell,3,2,2,3,3,0,0
165,52,13,Bottom-Right,IBM,4,3,1,8,1,0,0
165,53,14,Top-Left,Sony,4,4,2,7,5,0,0
165,54,14,Top-Right,HP,3,3,1,5,4,1,1
165,55,14,Bottom-Left,Compaq,2,2,2,8,8,0,0
165,56,14,Bottom-Right,Gateway,1,1,1,6,1,0,0
165,57,15,Top-Left,Apple,5,2,1,7,8,0,0
165,58,15,Top-Right,Sun,6,3,2,4,6,1,0
165,59,15,Bottom-Left,HP,1,2,1,8,7,0,0
165,60,15,Bottom-Right,Sony,2,1,2,6,2,0,0
165,61,16,Top-Left,Gateway,8,2,1,4,3,1,1
165,62,16,Top-Right,IBM,3,1,2,1,5,0,0
165,63,16,Bottom-Left,Compaq,5,4,2,3,1,0,0
165,64,16,Bottom-Right,Dell,2,1,1,7,4,0,0
166,1,1,Top-Left,Sun,1,4,2,8,8,0,0
166,2,1,Top-Right,Apple,7,3,1,6,3,0,0
166,3,1,Bottom-Left,IBM,6,1,2,4,4,1,0
166,4,1,Bottom-Right,Compaq,8,3,2,2,7,0,0
166,5,2,Top-Left,Gateway,4,2,2,2,2,1,1
166,6,2,Top-Right,Sony,8,4,1,5,8,0,0
166,7,2,Bottom-Left,Sun,1,1,2,7,3,0,0
166,8,2,Bottom-Right,Dell,5,3,1,4,5,0,0
166,9,3,Top-Left,Dell,4,4,1,6,7,0,0
166,10,3,Top-Right,Sony,7,2,2,2,6,0,0
166,11,3,Bottom-Left,Apple,3,3,2,8,2,0,0
166,12,3,Bottom-Right,HP,8,1,1,2,5,1,1
166,13,4,Top-Left,Compaq,6,2,1,6,5,0,0
166,14,4,Top-Right,IBM,5,4,1,2,3,1,1
166,15,4,Bottom-Left,HP,7,3,2,7,1,0,0
166,16,4,Bottom-Right,Apple,2,1,1,4,7,0,0
166,17,5,Top-Left,Sony,6,1,1,8,3,0,0
166,18,5,Top-Right,Compaq,5,4,2,3,1,0,0
166,19,5,Bottom-Left,Dell,1,3,2,2,8,0,0
166,20,5,Bottom-Right,Gateway,8,2,1,1,1,1,1
166,21,6,Top-Left,IBM,1,4,2,4,2,0,0
166,22,6,Top-Right,Dell,8,4,2,8,6,0,0
166,23,6,Bottom-Left,Sun,4,2,1,3,4,0,0
166,24,6,Bottom-Right,Gateway,6,3,1,1,8,1,0
166,25,7,Top-Left,HP,2,4,2,1,3,1,1
166,26,7,Top-Right,Compaq,7,2,1,2,5,0,0
166,27,7,Bottom-Left,Sony,1,3,1,3,6,0,0
166,28,7,Bottom-Right,IBM,6,2,2,7,7,0,0
166,29,8,Top-Left,Dell,6,1,2,5,1,1,0
166,30,8,Top-Right,HP,5,2,2,6,6,0,0
166,31,8,Bottom-Left,Gateway,2,3,2,3,5,0,0
166,32,8,Bottom-Right,Compaq,1,4,1,1,4,0,0
166,33,9,Top-Left,Apple,1,2,2,5,5,0,0
166,34,9,Top-Right,Gateway,3,4,1,7,6,0,0
166,35,9,Bottom-Left,IBM,7,1,1,3,8,1,1
166,36,9,Bottom-Right,Sony,5,3,2,1,7,0,0
166,37,10,Top-Left,HP,4,1,2,4,8,0,0
166,38,10,Top-Right,Dell,8,3,2,1,2,1,1
166,39,10,Bottom-Left,IBM,2,2,1,5,6,0,0
166,40,10,Bottom-Right,Sun,7,4,1,8,5,0,0
166,41,11,Top-Left,Compaq,4,3,2,5,3,0,0
166,42,11,Top-Right,Sun,3,4,2,6,8,0,0
166,43,11,Bottom-Left,Gateway,5,1,2,8,4,0,0
166,44,11,Bottom-Right,HP,6,4,1,3,2,1,1
166,45,12,Top-Left,IBM,8,3,2,6,4,0,0
166,46,12,Top-Right,Gateway,7,4,2,5,7,0,0
166,47,12,Bottom-Left,Sony,3,2,1,2,1,1,0
166,48,12,Bottom-Right,Apple,4,1,1,1,6,0,0
166,49,13,Top-Left,Sun,5,1,1,5,2,0,0
166,50,13,Top-Right,Apple,6,4,2,2,4,1,1
166,51,13,Bottom-Left,Dell,3,2,2,3,3,0,0
166,52,13,Bottom-Right,IBM,4,3,1,8,1,0,0
166,53,14,Top-Left,Sony,4,4,2,7,5,0,0
166,54,14,Top-Right,HP,3,3,1,5,4,1,0
166,55,14,Bottom-Left,Compaq,2,2,2,8,8,0,0
166,56,14,Bottom-Right,Gateway,1,1,1,6,1,0,0
166,57,15,Top-Left,Apple,5,2,1,7,8,1,0
166,58,15,Top-Right,Sun,6,3,2,4,6,0,0
166,59,15,Bottom-Left,HP,1,2,1,8,7,0,0
166,60,15,Bottom-Right,Sony,2,1,2,6,2,0,0
166,61,16,Top-Left,Gateway,8,2,1,4,3,1,1
166,62,16,Top-Right,IBM,3,1,2,1,5,0,0
166,63,16,Bottom-Left,Compaq,5,4,2,3,1,0,0
166,64,16,Bottom-Right,Dell,2,1,1,7,4,0,0
167,1,1,Top-Left,Sun,1,4,2,8,8,0,0
167,2,1,Top-Right,Apple,7,3,1,6,3,0,0
167,3,1,Bottom-Left,IBM,6,1,2,4,4,0,0
167,4,1,Bottom-Right,Compaq,8,3,2,2,7,1,0
167,5,2,Top-Left,Gateway,4,2,2,2,2,1,1
167,6,2,Top-Right,Sony,8,4,1,5,8,0,0
167,7,2,Bottom-Left,Sun,1,1,2,7,3,0,0
167,8,2,Bottom-Right,Dell,5,3,1,4,5,0,0
167,9,3,Top-Left,Dell,4,4,1,6,7,0,0
167,10,3,Top-Right,Sony,7,2,2,2,6,1,1
167,11,3,Bottom-Left,Apple,3,3,2,8,2,0,0
167,12,3,Bottom-Right,HP,8,1,1,2,5,0,0
167,13,4,Top-Left,Compaq,6,2,1,6,5,1,0
167,14,4,Top-Right,IBM,5,4,1,2,3,0,0
167,15,4,Bottom-Left,HP,7,3,2,7,1,0,0
167,16,4,Bottom-Right,Apple,2,1,1,4,7,0,0
167,17,5,Top-Left,Sony,6,1,1,8,3,0,0
167,18,5,Top-Right,Compaq,5,4,2,3,1,0,0
167,19,5,Bottom-Left,Dell,1,3,2,2,8,0,0
167,20,5,Bottom-Right,Gateway,8,2,1,1,1,1,1
167,21,6,Top-Left,IBM,1,4,2,4,2,0,0
167,22,6,Top-Right,Dell,8,4,2,8,6,1,1
167,23,6,Bottom-Left,Sun,4,2,1,3,4,0,0
167,24,6,Bottom-Right,Gateway,6,3,1,1,8,0,0
167,25,7,Top-Left,HP,2,4,2,1,3,0,0
167,26,7,Top-Right,Compaq,7,2,1,2,5,1,0
167,27,7,Bottom-Left,Sony,1,3,1,3,6,0,0
167,28,7,Bottom-Right,IBM,6,2,2,7,7,0,0
167,29,8,Top-Left,Dell,6,1,2,5,1,1,1
167,30,8,Top-Right,HP,5,2,2,6,6,0,0
167,31,8,Bottom-Left,Gateway,2,3,2,3,5,0,0
167,32,8,Bottom-Right,Compaq,1,4,1,1,4,0,0
167,33,9,Top-Left,Apple,1,2,2,5,5,0,0
167,34,9,Top-Right,Gateway,3,4,1,7,6,0,0
167,35,9,Bottom-Left,IBM,7,1,1,3,8,1,0
167,36,9,Bottom-Right,Sony,5,3,2,1,7,0,0
167,37,10,Top-Left,HP,4,1,2,4,8,0,0
167,38,10,Top-Right,Dell,8,3,2,1,2,1,1
167,39,10,Bottom-Left,IBM,2,2,1,5,6,0,0
167,40,10,Bottom-Right,Sun,7,4,1,8,5,0,0
167,41,11,Top-Left,Compaq,4,3,2,5,3,0,0
167,42,11,Top-Right,Sun,3,4,2,6,8,1,1
167,43,11,Bottom-Left,Gateway,5,1,2,8,4,0,0
167,44,11,Bottom-Right,HP,6,4,1,3,2,0,0
167,45,12,Top-Left,IBM,8,3,2,6,4,0,0
167,46,12,Top-Right,Gateway,7,4,2,5,7,1,1
167,47,12,Bottom-Left,Sony,3,2,1,2,1,0,0
167,48,12,Bottom-Right,Apple,4,1,1,1,6,0,0
167,49,13,Top-Left,Sun,5,1,1,5,2,0,0
167,50,13,Top-Right,Apple,6,4,2,2,4,0,0
167,51,13,Bottom-Left,Dell,3,2,2,3,3,1,1
167,52,13,Bottom-Right,IBM,4,3,1,8,1,0,0
167,53,14,Top-Left,Sony,4,4,2,7,5,1,0
167,54,14,Top-Right,HP,3,3,1,5,4,0,0
167,55,14,Bottom-Left,Compaq,2,2,2,8,8,0,0
167,56,14,Bottom-Right,Gateway,1,1,1,6,1,0,0
167,57,15,Top-Left,Apple,5,2,1,7,8,0,0
167,58,15,Top-Right,Sun,6,3,2,4,6,1,0
167,59,15,Bottom-Left,HP,1,2,1,8,7,0,0
167,60,15,Bottom-Right,Sony,2,1,2,6,2,0,0
167,61,16,Top-Left,Gateway,8,2,1,4,3,1,1
167,62,16,Top-Right,IBM,3,1,2,1,5,0,0
167,63,16,Bottom-Left,Compaq,5,4,2,3,1,0,0
167,64,16,Bottom-Right,Dell,2,1,1,7,4,0,0
